Entrez	P-value
1373	0.0
4133	1e-22
23031	7e-16
27229	8e-15
26227	3e-13
6540	3e-12
84059	4e-12
5746	4e-12
4004	1e-11
64116	3e-11
5157	5e-11
22837	1e-10
1605	3e-10
389072	5e-10
22864	3e-09
2066	7e-09
7453	9e-09
825	2e-08
23078	2e-08
10599	2e-08
5468	2e-08
4524	2e-08
10301	3e-08
10144	3e-08
1548	3e-08
3643	3e-08
