	MisSyn	pli	Length	GO	sHet	mrna	n_mrna	CDS	lof	phy	Set
36809768_EFO_0022286	0.07035649999999999	1.028	31204.0	16.0	0.00726778	10.73841388888889	50.5	1500.0	48.426500000000004	1.014	Rare
36809768_EFO_0022268	0.056437	1.041	28111.0	12.0	0.0035998	8.131424999999997	42.0	1944.0	54.557	0.99925	Rare
34375979_EFO_0003106	0.2365	0.847	122466.0	11.0	0.041746	17.77639425925926	54.0	1699.0	49.116	1.026	Rare
36809768_EFO_0022336	0.08232	1.004	23264.0	17.0	0.00685531	14.011429629629628	51.0	1357.0	42.118	1.026	Rare
34662886_EFO_0004238	0.72319	0.8665	60032.5	19.0	0.01231635	3.0615847148148143	27.5	3205.0	98.8195	1.0804999999999998	Rare
34662886_EFO_0004314	-1.1544	0.92	235261.0	11.0	0.0234132	4.41876925925926	32.0	3328.0	124.75	1.026	Rare
34375979_EFO_0004994	-0.20955	0.71	46121.0	10.0	0.0145921	13.18500833333334	52.0	2091.0	78.799	1.0798	Rare
34375979_EFO_1001160	0.50238	0.733	16953.0	12.5	0.0033365599999999997	2.7434855296296297	8.5	1205.5	44.248	0.654625	Rare
34375979_EFO_0003884	0.00054384	0.818	47190.0	15.0	0.0179711	13.734663185185187	53.0	1336.0	35.472	1.026	Rare
34375979_EFO_0004531	-0.5446949999999999	1.1225	21634.0	16.5	0.0016297500000000001	1.96409865	14.5	1634.0	59.424	0.946	Rare
34375979_HP_0000964	0.08816	1.082	30352.0	11.0	0.007091615	12.183412305555557	52.5	1190.0	35.047	1.0325	Rare
34375979_EFO_0003894	-0.18165	0.848	23074.0	18.0	0.0219205	12.647431503703706	53.0	1182.0	36.52	1.026	Rare
34375979_EFO_0001378	0.27723	0.871	88972.0	13.5	0.0140219	4.785905555555553	53.0	1440.5	37.429	1.026	Rare
34226706_EFO_0004833	0.5072	0.9185000000000001	18661.5	20.5	0.00888881	13.93204148148148	48.0	1217.5	33.668	1.026	Rare
36809768_EFO_0022275	0.12791	1.058	28795.0	19.0	0.00188848	5.779450546296294	14.0	1428.0	49.467	1.014	Rare
31367044_EFO_0008595	-0.20259	1.0819999999999999	20025.5	44.5	0.008265175	15.529060038888886	37.0	1791.0	54.0975	0.9941249999999999	Rare
34662886_EFO_0009819	0.292668	0.5155	55520.0	11.0	0.053326000000000005	4.971471197222222	42.5	3155.0	120.92	1.026	Rare
36809768_EFO_0022312	0.25207	0.985	23345.0	22.0	0.00768025	11.304679635185185	52.0	1356.0	51.387	1.026	Rare
36809768_EFO_0022228	-0.03242215	1.0590000000000002	26302.5	19.0	0.00264718	11.90972556574074	49.5	1487.0	49.966	1.0253333333333332	Rare
36809768_EFO_0022281	0.0997255	1.0085	31170.0	22.0	0.004579585	10.431027889814814	49.5	1450.5	54.983	1.003625	Rare
34375979_EFO_0000403	0.082175	1.032	28935.0	9.5	0.007738295	9.530711025925926	40.5	1658.5	45.66	1.026	Rare
36809768_EFO_0022248	0.071541	0.927	21508.0	17.0	0.00851996	14.448838748148146	53.0	1341.0	47.386	1.026	Rare
34662886_EFO_0006941	0.683145	0.6685	203133.5	26.0	0.0263087	10.977551611111112	54.0	3998.0	178.365	1.116	Rare
34662886_EFO_0007989	-0.30101500000000003	0.9445	44001.0	30.0	0.009321915	7.602984674074075	49.5	2118.0	63.239999999999995	1.026	Rare
34375979_EFO_0000699	0.25435	1.159	36305.0	2.0	0.00662329	4.39639237962963	16.0	991.0	56.532	0.6225	Rare
27980654_EFO_0006336	-0.0346395	0.649	26320.0	7.5	0.07238145	7.576160222222223	53.5	1331.5	49.743	1.0918333333333332	Rare
34375979_HP_0002315	-0.54753	0.8095	17881.0	13.0	0.030662500000000002	1.206557400925926	12.0	1401.0	38.125	1.026	Rare
34375979_EFO_0000341	-0.65508	0.989	48311.0	9.0	0.0295827	6.34886185	51.0	1566.0	38.001999999999995	1.049	Rare
34375979_EFO_0004191	-0.84868	0.9855	102026.0	10.5	0.0030215800000000003	14.952885668518519	52.0	1589.5	40.2855	1.08	Rare
34375979_EFO_0008401	-0.35903	1.459	13443.0	23.0	0.0014724999999999999	18.98325281481482	53.5	1719.0	57.075500000000005	0.98	Rare
34375979_EFO_0004314	0.292668	0.551	71882.0	14.5	0.05715495	3.023033400925926	31.5	3197.5	120.92	1.0211666666666668	Rare
34226706_EFO_0004536	-0.49397	1.006	25630.0	17.0	0.00460278	16.958884425925923	51.0	1398.0	41.42	0.962	Rare
36809768_EFO_0022148	0.0628045	1.0165	28378.0	16.0	0.005698165	13.784492522222221	51.0	1381.5	40.637	1.0190000000000001	Rare
37262146_EFO_0004533	0.16868	0.808	64626.0	20.0	0.0173854	10.325143322222225	52.0	1623.0	54.419	1.026	Rare
37262146_EFO_0004458	0.36735999999999996	0.875	58502.0	35.0	0.010510775	8.529890217870369	17.5	1429.5	48.598	1.0755555555555556	Rare
34244158_MONDO_0004986	0.26958000000000004	1.0695000000000001	64007.0	12.0	0.00235512	5.073262201851853	52.0	1315.0	43.7475	1.004875	Rare
34375979_MONDO_0002009	0.72254	0.905	27449.0	10.0	0.07893575	19.10939814814815	53.0	1206.5	38.074	1.026	Rare
36809768_EFO_0022175	0.0769305	1.0025	34756.5	16.0	0.00506119	9.54265898240741	22.0	1381.5	40.4255	1.0178333333333334	Rare
36809768_EFO_0022278	0.04978	0.974	21102.5	20.5	0.0108518	25.942663703703715	53.5	1351.5	41.64	1.026	Rare
34375979_EFO_0000676	-0.28907	0.816	28224.0	15.0	0.0257728	12.920644961111112	54.0	1209.0	30.652	1.026	Rare
34375979_MONDO_0018364	0.25123	0.83	60209.0	12.0	0.026186	10.261003575925926	53.0	1313.0	44.598	1.049	Rare
34662886_EFO_0004587	-0.72048	0.848	46564.0	18.0	0.0248333	20.13723277777777	54.0	2181.0	70.817	1.026	Rare
34375979_EFO_0004274	0.35658	1.0150000000000001	36046.0	16.0	0.00712883	7.144505301851854	49.0	1332.0	35.867999999999995	1.026	Rare
28089252_EFO_0006925	-0.94558	0.975	51903.0	32.0	0.00218972	19.64230615	34.0	1380.0	42.755	1.022	Rare
34375979_EFO_0009322	0.15401	0.937	39573.5	25.5	0.0027264050000000003	6.775361368518519	28.0	975.5	26.722	1.1033	Rare
36809768_EFO_0010733	0.036509	1.036	31349.0	18.0	0.0035998	8.131424999999997	19.0	1454.0	51.299	1.0246666666666666	Rare
20549515_MONDO_0005148	-0.70928	0.778	80724.0	9.0	0.0234132	4.41876925925926	54.0	1702.0	55.24	1.138	Rare
34375979_EFO_0004242	0.47	0.786	33953.0	11.0	0.0446349	12.956535	53.0	1463.0	42.719	1.127	Rare
36809768_EFO_0022337	0.071541	1.047	25010.0	17.0	0.00366141	13.120146296296296	51.0	1428.0	49.467	1.014	Rare
34375979_MONDO_0005147	0.23104049999999998	0.882	44726.5	6.0	0.0076468	3.930302203703704	53.0	1782.0	51.206	1.026	Rare
36809768_EFO_0022156	0.056437	1.075	26393.0	19.0	0.00207528	5.321395481481481	14.0	1428.0	45.49	1.004	Rare
36138231_EFO_0009188	-0.13441	0.9125000000000001	22939.5	20.0	0.006879395	17.321012777777774	54.0	1932.5	71.872	1.0255	Rare
37262146_EFO_0003882	0.19365	0.7195	29094.5	58.0	0.0335132	25.377533768518518	50.5	1083.5	42.9975	1.0765	Rare
34226706_EFO_0004468	0.087664	1.463	8709.0	9.0	0.0011257	0.2248105274074074	2.0	833.0	22.266	1.026	Rare
36809768_EFO_0022335	0.071541	1.038	29730.0	13.0	0.0042525	10.913100555555555	52.0	1590.0	49.526	1.026	Rare
34375979_EFO_0003875	0.082454	0.9595	16807.5	13.5	0.015802	9.098156388888887	54.0	1042.5	26.9525	1.026	Rare
36809768_EFO_0022284	0.0628045	1.037	28980.5	13.0	0.00428286	10.651581759259262	52.0	1573.0	49.5475	1.026	Rare
36809768_EFO_0022303	0.0528405	0.9989999999999999	27524.0	16.0	0.00816304	16.042485203703706	52.5	1404.0	42.105000000000004	1.0253333333333332	Rare
34375979_MONDO_0004867	-0.55808	1.3415	20387.0	9.5	0.00259588	17.77210092592593	54.0	909.5	20.008499999999998	1.053375	Rare
36809768_EFO_0022240	0.03274235	1.0505	23023.5	20.5	0.00672313	10.93500664351852	47.0	1370.0	46.3965	1.0193333333333334	Rare
34375979_MONDO_0004986	-0.0066612	1.302	73907.0	6.0	0.00281537	3.725539945185186	18.0	1114.0	35.723	0.608	Rare
34375979_EFO_0007429	-0.34402	0.88	34630.0	15.5	0.015208784999999999	22.9412998462963	54.0	1283.0	32.0325	1.08725	Rare
34375979_EFO_0006925	0.08898	1.072	106577.0	16.0	0.00460212	6.43460515777778	3.0	1336.0	50.111	0.9938333333333332	Rare
34375979_EFO_0001663	0.0720135	1.073	55005.5	10.0	0.00274976	9.48627817962963	51.5	1347.5	35.605	1.0615	Rare
33257650_EFO_0007984	0.8655	1.289	3053.0	24.0	0.00207721	1.0517146296296294	4.0	1356.0	27.061	1.026	Rare
36809768_EFO_0022300	-0.14436	1.041	26393.0	19.0	0.00243458	7.685860255555554	22.0	1383.0	44.397	1.004	Rare
31992710_EFO_0004533	0.608945	0.9075	69826.5	40.5	0.0037302100000000003	6.4917040879629635	34.0	1999.5	52.792	1.026	Rare
36809768_EFO_0022234	0.063051	1.013	20733.0	18.0	0.00685531	15.488298000000002	52.0	1341.0	42.001	1.026	Rare
34662886_EFO_0000095	0.227692	0.1585	49089.5	56.0	0.34252	32.068074814814814	54.0	2304.5	122.785	1.0785	Rare
34375979_EFO_0007989	0.17955	1.4085	20909.5	28.0	0.00642538	3.0397758342592582	35.0	2394.0	63.5095	0.6745	Rare
36809768_EFO_0022265	0.069172	0.985	31349.0	16.0	0.00562907	10.423178333333336	33.0	1428.0	44.397	1.0246666666666666	Rare
34375979_EFO_0007985	0.900065	1.022	35090.0	19.0	0.0021709349999999997	3.3909724444444445	33.0	1661.0	46.641	1.026	Rare
36280733_EFO_0004340	-0.54102	1.37	36601.0	13.0	0.00390644	9.722717037037036	42.0	888.0	14.177	1.124	Rare
34375979_EFO_0004736	0.67208	0.69	66843.0	42.0	0.0274277	8.435299629629629	54.0	2486.0	102.71	1.026	Rare
33257650_EFO_0004309	0.76174	1.014	56140.5	21.5	0.002386925	8.26791990861111	29.0	1928.0	86.757	1.026	Rare
34662886_EFO_0007985	0.33512	1.05	45700.0	19.0	0.00670052	8.302044629629629	41.0	1897.0	51.754	1.026	Rare
34375979_EFO_0007993	-0.47811000000000003	0.8654999999999999	135055.0	22.0	0.019083450000000002	12.44148675925926	54.0	2416.0	92.75	1.07175	Rare
31367044_EFO_0010117	0.1985	0.83	67862.0	18.0	0.0103978	10.615064074074075	54.0	2422.0	82.274	1.026	Rare
36809768_EFO_0022299	0.13983	1.013	32610.0	16.0	0.00562907	10.423178333333336	33.0	1380.0	38.85	1.026	Rare
36809768_EFO_0022340	0.1562	1.029	32196.0	11.0	0.00511786	10.584015740740742	52.0	1476.0	46.065	1.026	Rare
34662886_EFO_0004528	-0.19455499999999998	0.7745	50619.5	24.5	0.02164305	4.121493727314815	15.5	2080.0	62.55499999999999	1.0255	Rare
34375979_EFO_0007805	0.1871	1.013	21922.0	34.0	0.00816304	11.407492518518517	33.0	1357.0	42.118	1.026	Rare
34662886_EFO_0007993	0.056304	0.655	51615.0	26.0	0.0512126	14.994071851851857	54.0	2505.0	72.755	1.026	Rare
34375979_EFO_0010822	-0.38571500000000003	1.1320000000000001	22304.0	8.0	0.004602315	8.71937566851852	48.5	1003.5	28.1675	0.9673	Rare
36809768_EFO_0010732	0.1797	0.815	31358.0	16.0	0.0176376	18.694095000000004	53.0	1659.0	62.241	1.026	Rare
36809768_EFO_0022333	0.005072800000000001	0.959	21758.0	17.5	0.008198750000000001	14.230134188888886	50.5	1441.0	47.682500000000005	1.026	Rare
34375979_EFO_0004143	0.245815	0.862	40527.5	9.5	0.013964945	9.057655277777776	52.5	1383.5	46.701	1.026	Rare
34375979_HP_0002321	-0.24906	1.036	46081.0	18.0	0.0259841	9.90192425925926	53.0	1929.0	52.172	1.0013333333333334	Rare
33230300_EFO_0006335	-0.17861	0.735	37344.0	17.0	0.0249744	12.951704444444443	53.0	2202.0	68.659	1.026	Rare
34375979_HP_0012115	0.094655	1.034	47701.0	9.0	0.00407772	1.093008083333333	14.0	1083.0	38.025	1.026	Rare
34375979_EFO_0000400	0.48088	0.71	42967.5	14.0	0.0283872	11.804971722222223	52.5	1843.0	60.208	1.0498333333333334	Rare
34375979_EFO_0005531	-0.06668500000000001	0.9524999999999999	41352.5	11.5	0.00584041	5.4257733888888895	51.0	1516.5	39.918	1.026	Rare
34226706_EFO_0004509	-0.14598	0.907	25674.5	18.5	0.007661225	13.987808796296296	53.0	1350.5	54.062	1.0151785714285713	Rare
34662886_EFO_0004696	0.37136	0.767	35206.5	12.5	0.01401555	6.3544926666666655	48.0	1452.0	48.4885	1.0566666666666669	Rare
34375979_EFO_0004528	-0.19455499999999998	1.172	13715.0	16.0	0.0054185050000000005	3.5824218384259265	24.5	1277.5	52.662	1.0146666666666666	Rare
37262146_EFO_0010968	0.03267	1.01	60786.0	26.0	0.00851996	10.542013888888889	38.0	1782.0	55.067	1.026	Rare
36809768_EFO_0022249	0.19979	0.913	31979.5	19.5	0.006311285	16.042485203703706	52.5	1381.5	47.7025	1.026	Rare
33763119_EFO_0004530	-0.041941	0.745	24817.0	16.0	0.0597371	31.185787407407407	54.0	1632.0	55.806	1.026	Rare
34662886_EFO_0007777	-0.04436	0.674	69882.0	18.0	0.0291461	5.524173135185185	36.0	3262.0	101.16	1.026	Rare
36809768_EFO_0022322	0.07035649999999999	1.0025	24040.5	16.5	0.00506119	10.204199435185188	41.5	1288.5	37.507999999999996	1.026	Rare
36809768_EFO_0004541	0.19332	0.8734999999999999	28988.0	14.0	0.00853321	12.122030969444443	54.0	1581.0	56.635000000000005	1.026	Rare
30140000_EFO_0004611	0.09217349999999999	1.1705	34025.5	66.5	0.008265175	14.300745567592589	33.5	2296.0	81.943	0.9605	Rare
34375979_EFO_0004698	0.099457	1.044	37817.0	16.0	0.00203342	7.439048038888889	12.0	1777.0	68.903	1.138	Rare
34375979_EFO_0000474	-0.011545	0.76	43200.0	17.0	0.0446813	5.86878874074074	49.0	1653.0	51.388	1.055	Rare
34375979_EFO_0000668	0.054448500000000004	0.9	23068.0	23.5	0.013002139999999999	9.765025824074073	48.0	1218.5	40.578	1.026	Rare
34375979_EFO_0004192	-0.085627	1.024	18110.0	13.0	0.00555784	7.300814518518518	54.0	1245.0	37.485	1.025	Rare
34375979_EFO_0000319	-0.1802	0.9045000000000001	16883.5	11.5	0.006694925000000001	16.013380305555557	54.0	1162.0	24.496000000000002	0.984	Rare
36809768_EFO_0021902	0.07035649999999999	0.9989999999999999	29008.5	14.5	0.0040931150000000005	10.204199435185188	41.5	1368.5	41.536	1.0233333333333334	Rare
36809768_EFO_0022153	0.056437	1.038	25407.0	18.0	0.0035998	11.262061187037038	42.0	1428.0	49.467	1.022	Rare
36809768_EFO_0022262	0.14471499999999998	1.0635	33679.0	23.0	0.005698165	13.841390648148149	50.5	1602.5	58.186	1.0193333333333334	Rare
34662886_EFO_0004458	1.021835	0.776	80395.0	28.0	0.020731335	8.538505879629628	26.0	1767.0	71.6375	1.0516666666666667	Rare
34375979_EFO_1000049	-0.087285	0.8265	44663.5	12.5	0.0379436	8.437899074074071	54.0	2196.0	75.3785	1.056611111111111	Rare
36809768_EFO_0022231	0.056437	1.091	26393.0	22.0	0.00149977	6.863532962962963	14.0	1383.0	50.465	1.0045	Rare
36809768_EFO_0010968	0.03267	0.899	33371.0	16.5	0.01111015	12.25258506111111	47.5	1659.0	58.354	1.026	Rare
36809768_EFO_0022311	0.07035649999999999	1.0125	21715.0	16.0	0.005084385	13.543006407407407	40.5	1289.0	39.316500000000005	1.024	Rare
36088354_EFO_0004531	-1.113	1.308	141478.0	17.0	0.000927153	5.042772338888888	35.0	1565.0	46.528	0.961	Rare
34375979_EFO_0004799	-0.020607	1.0025	26393.0	13.0	0.00560256	10.647669259259256	53.0	1235.0	35.8455	1.026	Rare
34375979_HP_0003418	-0.11326800000000001	0.738	54683.0	17.0	0.0169021	13.610831296296295	46.0	1493.0	59.062	1.026	Rare
34375979_EFO_0007990	-0.13824	0.604	128317.0	12.0	0.0624448	11.450193888888892	54.0	2550.0	80.576	1.1334	Rare
37262146_EFO_0009270	0.0189415	0.8825000000000001	69447.5	23.5	0.022127300000000003	13.652846418518518	52.0	1810.5	42.632000000000005	1.026	Rare
34375979_HP_0000360	-0.14812	0.816	12574.0	8.5	0.0031743250000000004	5.380338277777778	50.0	1509.0	35.601	1.026	Rare
36809768_EFO_0004536	0.10571	0.842	24081.0	13.0	0.01483895	14.561342971296297	54.0	1592.0	50.5865	1.026	Rare
34375979_EFO_0000537	-0.08406	0.96	47190.0	20.0	0.0203752	8.55295905740741	50.0	1746.0	62.8195	1.023	Rare
36280733_EFO_0004530	0.32332384999999997	1.142	25718.5	47.0	0.004831405	25.683443947222226	6.0	1405.5	43.924	1.019	Rare
37262146_EFO_0004587	-0.14621	0.847	39697.0	17.0	0.0237659	14.242143518518521	54.0	1648.0	51.728	1.026	Rare
37262146_EFO_0004627	0.16927999999999999	0.8265	70549.0	17.0	0.0248327	7.868587962962961	51.5	2108.0	61.9355	1.026	Rare
34375979_EFO_0003882	-0.24036999999999997	1.087	40826.0	12.5	0.00226121	2.3801041101851856	17.0	996.5	28.617	0.79775	Rare
36809768_EFO_0022243	0.1164065	1.0845	15165.0	17.5	0.0027025	11.893100277777778	51.5	1166.0	46.635000000000005	1.026	Rare
36809768_EFO_0022183	0.059744	1.0590000000000002	25112.0	15.5	0.002321745	7.919574391666666	37.0	1579.0	52.298	1.022	Rare
36809768_EFO_0022253	0.07574600000000001	1.037	27405.5	12.0	0.0045397	13.11561398148148	53.0	1592.5	51.028999999999996	1.026	Rare
34226706_EFO_0005090	0.037809999999999996	1.1204999999999998	11585.5	25.0	0.00744918	7.173667586111111	32.5	1113.5	24.5226	1.0643	Rare
36809768_EFO_0022338	-0.073892	1.018	25407.0	17.0	0.00366141	13.120146296296296	51.0	1595.0	50.465	1.0246666666666666	Rare
36809768_EFO_0022161	0.12791	1.075	29644.0	17.0	0.00185083	6.997868433333334	24.0	1428.0	49.467	1.014	Rare
34662886_EFO_0007800	0.47972000000000004	0.9065	115530.0	22.0	0.0638746	15.855050555555565	54.0	999.0	104.8765	1.138	Rare
34662886_EFO_0009270	0.38019	1.096	25416.0	15.0	0.00263158	0.9823036074074076	8.0	1113.0	44.404	1.127	Rare
34375979_EFO_0005854	-0.544105	1.204	41027.0	10.5	0.01349009	10.69965249074074	47.0	1371.5	59.944	0.987	Rare
34375979_EFO_0005773	0.293865	0.847	29050.0	10.5	0.018304	15.566646574074069	53.5	1897.5	46.7695	1.0255	Rare
36809768_EFO_0008589	0.03274235	1.0425	23936.5	17.0	0.00576726	13.42682111111111	51.5	1381.5	46.3965	1.0213333333333334	Rare
34375979_MONDO_0007254	0.75119	0.889	38161.0	15.0	0.007155165	4.979257111111111	39.0	2130.0	77.762	1.026	Rare
36809768_EFO_0022233	0.0010979	1.018	26885.0	21.0	0.00823446	13.120146296296296	52.0	1425.0	45.204	1.026	Rare
34375979_EFO_0004541	0.393615	0.756	31664.0	16.0	0.0136298	3.3909724444444445	12.0	2206.0	102.63	1.026	Rare
36564505_EFO_0004611	0.12791	1.091	28795.0	58.0	0.00672313	7.50994280185185	13.0	2487.0	105.28	0.99925	Rare
30175238_EFO_0004713	0.4205	0.991	19226.0	10.0	0.0177225	11.892686037037034	51.0	1314.0	35.788	1.026	Rare
34226706_EFO_0005091	0.066751	0.921	30539.0	13.0	0.00925766	10.509851481481483	52.0	1329.0	41.795	1.025	Rare
34662886_EFO_0004527	0.078645	0.759	42023.0	22.5	0.0182197	12.518264174999999	54.0	1894.5	66.709	1.026	Rare
36809768_EFO_0022242	-0.03639705	1.044	25809.5	16.5	0.0031848	11.90972556574074	46.5	1598.5	46.438	1.0193333333333334	Rare
34662886_EFO_0004289	0.77564	0.237	46564.0	57.0	0.197199	20.13723277777777	54.0	1605.0	92.182	1.022	Rare
34375979_EFO_0007326	-0.34594	0.832	5714.0	11.0	0.00399285	19.589281481481475	54.0	1512.0	82.394	1.026	Rare
36809768_EFO_0022174	0.056437	1.06	29730.0	12.0	0.00164846	7.50994280185185	24.0	1769.0	50.465	1.004	Rare
36809768_EFO_0022239	0.056437	1.041	28231.0	12.0	0.004730079999999999	12.557389944444443	53.0	1590.0	49.467	1.026	Rare
36809768_EFO_0022149	0.0090477	1.146	23264.0	16.0	0.00327358	7.50994280185185	25.0	1350.0	40.543	1.014	Rare
36809768_EFO_0004736	0.15633	0.922	34135.0	15.0	0.00562907	11.73062296296296	53.0	1525.0	46.263	1.026	Rare
34375979_EFO_0004309	0.84086	1.014	17469.0	19.0	0.00250919	2.9859953148148146	28.0	1897.0	43.0205	1.022	Rare
34375979_EFO_0001060	0.08211	0.812	17980.0	12.5	0.01773305	6.518162912037038	41.5	1442.0	58.616	1.0225	Rare
34375979_EFO_0008561	-0.16608	0.932	24905.5	12.0	0.005663975	11.424528148148152	52.0	1461.0	32.887	1.02325	Rare
34375979_MONDO_0005575	0.20291	0.69	57670.0	18.0	0.0285495	12.004046444444445	54.0	1711.0	49.293	1.0892	Rare
34375979_MONDO_0007915	-0.4088	0.817	24593.0	13.0	0.0176205	9.692528703703704	52.0	1485.0	42.263	0.991	Rare
34375979_MONDO_0004979	0.22801500000000002	0.825	41599.0	13.5	0.0148346	13.240303075000003	51.0	1501.5	45.915	1.026	Rare
31992710_EFO_0004309	0.85318	1.022	11936.5	18.5	0.0021709349999999997	0.8335999564814814	4.0	1626.5	86.809	1.024	Rare
34662886_EFO_0007984	0.32089	0.871	47687.0	18.0	0.0146822	10.7978512962963	53.0	1398.0	46.641	1.026	Rare
34375979_EFO_1000652	0.41909	1.051	41370.0	11.0	0.00243539	3.736694444444445	49.0	1458.0	46.036	1.037	Rare
36809768_EFO_0022241	0.063051	1.013	29730.0	29.0	0.00672313	10.411673648148149	23.0	1443.0	53.863	1.014	Rare
36809768_EFO_0022332	0.071541	1.086	29730.0	22.0	0.00207979	12.01094651851852	52.0	1546.0	58.606	1.014	Rare
34375979_EFO_0001075	0.31362999999999996	0.8220000000000001	61129.0	30.5	0.018504045	23.22919564814815	54.0	1727.0	65.313	1.026	Rare
34226706_EFO_0010701	-0.041713	1.0234999999999999	23641.5	13.0	0.004877695	10.317815305555555	52.5	1242.0	34.710499999999996	1.026	Rare
34375979_EFO_0000685	0.27255	0.8705	76570.0	12.5	0.015043105	8.93749039601852	44.0	1438.0	34.2515	1.0699999999999998	Rare
34244158_EFO_0000756	0.61442	0.965	29715.0	15.0	0.00112577	7.1816275740740725	53.0	2052.0	84.715	1.005	Rare
34226706_EFO_0006336	-0.12057	0.936	76056.0	15.0	0.014027	10.052960970370371	50.0	1701.0	47.827	1.026	Rare
34375979_EFO_0009959	0.30035	0.7050000000000001	40910.5	13.5	0.031403685	7.101597536111113	53.5	1432.0	53.823499999999996	1.068	Rare
31748686_MONDO_0008315	-0.45706	0.985	34731.0	18.0	0.00757682	4.790123162962964	47.0	1523.0	45.678	0.992	Rare
34375979_EFO_0004611	0.33252	1.214	25900.0	30.0	0.00157895	5.12860570925926	11.0	2287.0	58.916	1.0071249999999998	Rare
34375979_EFO_0003898	-0.26187	0.866	45785.0	22.0	0.00193529	3.4060460462962965	31.0	2577.0	54.872	1.026	Rare
34375979_EFO_0008404	0.33712	0.781	29665.5	12.5	0.010852295000000001	5.280096930185184	51.0	1179.5	41.307	1.026	Rare
36138231_EFO_0005091	0.50569	0.836	17056.0	19.0	0.0143799	11.09586999814815	52.0	1284.0	47.99	1.025	Rare
34375979_MONDO_0005148	0.46131	0.735	40780.5	12.5	0.0266518	12.199312675925928	52.5	1993.5	58.498	1.0285	Rare
31367044_EFO_0010733	0.059744	1.027	11633.5	27.0	0.004614435	9.449798421296295	39.0	1381.5	47.601	1.026	Rare
34375979_EFO_0003877	-0.332675	0.9684999999999999	41091.0	15.0	0.0141391	10.389931166666669	53.0	1348.0	37.9915	1.026	Rare
20549515_EFO_0001645	0.25128	1.214	12840.0	20.0	0.00427051	10.264673425925924	46.0	577.5	28.417	1.008	Rare
34375979_MONDO_0004985	-0.00031499999999998196	0.8895	46379.0	16.5	0.009120165	5.517029993240741	34.0	1450.5	53.2715	1.026	Rare
34375979_EFO_0007490	0.013354000000000001	1.161	24162.0	12.0	0.00298857	7.35898360185185	53.0	1373.0	26.1465	1.0247878787878788	Rare
36809768_EFO_0022339	0.06611149999999999	1.0215	19169.0	16.0	0.00506573	14.191980203703702	52.0	1266.0	41.536	1.026	Rare
19847924_EFO_0001645	0.059402500000000004	0.9735	21084.5	16.0	0.012828825	9.237185648148149	52.5	862.0	26.389499999999998	1.0855000000000001	Rare
30175238_EFO_0004312	-0.67495	1.288	18959.0	14.0	0.00213389	8.706008242592596	37.0	1287.0	47.385	0.947	Rare
37262146_EFO_0006336	-0.2134265	0.96	46282.0	22.0	0.00821292	6.7529094370370375	45.5	2160.5	85.3225	1.026	Rare
34375979_EFO_0004210	0.4073	1.138	47799.0	20.0	0.004084245	6.174475333333334	51.0	1350.0	42.784	1.053	Rare
36138231_MONDO_0007254	1.2863	0.889	61664.0	46.0	0.00462291	3.800203018518519	39.0	2941.0	103.47	0.5314038461538462	Rare
34662886_EFO_0004617	-0.2531	0.9625	44276.0	27.0	0.01798845	9.195652037037036	50.5	1978.5	55.2915	1.0243333333333333	Rare
36138231_EFO_0000676	0.75439	0.808	6436.0	19.0	0.0145921	39.74066481481482	54.0	1284.0	40.44	1.025	Rare
36809768_EFO_0022285	0.12791	1.036	22783.0	22.0	0.00234517	9.622610777777776	22.0	1356.0	45.49	1.016	Rare
34375979_MONDO_0002974	0.030279	0.735	59644.0	23.0	0.0787151	14.96108233148148	45.5	925.5	24.891	1.073	Rare
36809768_EFO_0022273	0.12791	1.077	23543.0	18.0	0.00207979	10.616054212962965	36.0	1341.0	40.626	1.026	Rare
36809768_EFO_0022319	0.03604935	1.1644999999999999	23375.5	16.5	0.00294736	9.323680084259262	29.5	1285.5	37.507999999999996	1.0150000000000001	Rare
37262146_EFO_0004570	0.017838	0.936	45700.0	20.0	0.00460278	2.201410181481481	10.0	1605.0	46.376	1.025375	Rare
31367044_EFO_0004611	-0.026451500000000003	1.2265000000000001	11701.0	43.5	0.002725315	3.0734094981481483	10.5	1305.5	43.108000000000004	0.7867500000000001	Rare
36809768_EFO_0022293	0.18151	0.959	25292.0	23.0	0.00768025	18.694095000000004	52.0	1338.0	42.118	1.026	Rare
37262146_EFO_0005091	0.0010979	0.836	36414.0	19.0	0.0130994	9.427770103703704	52.0	1534.0	47.334	0.952	Rare
34662886_EFO_0007986	-0.095279	1.006	45700.0	17.0	0.00851996	7.136858288888889	53.0	1569.0	46.641	1.026	Rare
34375979_EFO_0010067	0.37301	0.706	49526.0	14.0	0.0280516	79.11111168518522	54.0	3087.0	136.52	1.026	Rare
36809768_EFO_0004458	-0.081915	0.9385	20751.5	14.0	0.00618265	11.304679635185185	52.0	1296.0	43.486000000000004	1.026	Rare
33257650_EFO_0009188	-0.42882	1.6825	3072.5	9.0	0.00170551	1.5762500518518516	5.0	810.0	12.2255	0.944	Rare
34375979_EFO_0002496	-0.84724	1.022	26500.0	13.0	0.00137798	12.647431503703706	5.0	1236.0	24.778	0.235	Rare
36809768_EFO_0022304	-0.16172	1.102	23264.0	17.0	0.0035998	9.98522053703704	50.0	1191.0	36.635	1.014	Rare
34244158_MONDO_0008903	1.1808	0.852	108870.0	19.0	0.00737929	8.302044629629629	54.0	2048.0	106.98	1.026	Rare
