Entrez	Gene Symbol	Ensembl ID	P-value
4128	MAOA	ENSG00000189221	4.95e-06
9583	ENTPD4	ENSG00000197217	7.35e-06
149986	LSM14B	ENSG00000149657	1.49e-05
639	PRDM1	ENSG00000057657	1.78e-05
8793	TNFRSF10D	ENSG00000173530	2.58e-05
90321	ZNF766	ENSG00000196214	3.17e-05
8924	HERC2	ENSG00000277278	4.08e-05
8572	PDLIM4	ENSG00000131435	6.74e-05
146330	FBXL16	ENSG00000127585	7.87e-05
342909	ZNF284	ENSG00000186026	8.56e-05
