Entrez	Gene Symbol	Ensembl ID	P-value
27159	CHIA	ENSG00000134216	4.14e-10
50940	PDE11A	ENSG00000128655	1.75e-07
23230	VPS13A	ENSG00000197969	2.46e-07
171023	ASXL1	ENSG00000171456	4.19e-07
8291	DYSF	ENSG00000135636	9.33e-07
221322	TBC1D32	ENSG00000146350	2.58e-06
84767	TRIM51	ENSG00000124900	7.19e-06
9718	ECE2	ENSG00000145194	7.23e-06
6300	MAPK12	ENSG00000188130	1.18e-05
286207	CFAP157	ENSG00000160401	1.2e-05
8831	SYNGAP1	ENSG00000227460	1.53e-05
