Entrez	Gene Symbol	Ensembl ID	P-value
6786	STIM1	ENSG00000167323	3.22e-06
2258	FGF13	ENSG00000129682	5.42e-05
892	CCNC	ENSG00000112237	5.66e-05
23233	EXOC6B	ENSG00000144036	6.03e-05
2348	FOLR1	ENSG00000110195	9.01e-05
3235	HOXD9	ENSG00000128709	9.01e-05
6382	SDC1	ENSG00000115884	9.06e-05
25909	AHCTF1	ENSG00000153207	9.32e-05
