	Log2SizeOE_norm	Log2SizeOE	Prediction	Residual
34375979_EFO_0000403_GCST002636_EFO_0000403	0.14880587875076548	-0.094635312778961	0.24983059904711963	-0.10102472029635415
34375979_EFO_0000407_GCST011210_EFO_0000407	0.5646050214329452	1.1450400951512671	0.5558030933384698	0.008801928094475442
34375979_EFO_0000464_GCST90027902_EFO_0000464	0.12369871402327005	-0.1837102204124708	0.18195400013748048	-0.05825528611421042
34375979_EFO_0000474_GCST012370_EFO_0000474	0.4470300061236987	0.8115043122469269	0.23527969412885147	0.21175031199484723
34375979_EFO_0000537_GCST009685_EFO_0000537	0.41151255358236377	0.7008439600448192	0.47597955564316635	-0.06446700206080258
34375979_EFO_0000537_GCST90086092_EFO_0000537	0.38273116962645437	0.6170019739048845	0.2412509548750389	0.14148021475141548
34375979_EFO_0000537_GCST90239614_EFO_0000537	0.3962033067973056	0.6569047123123173	0.23090326369853476	0.16530004309877083
34375979_EFO_0000537_GCST90301363_EFO_0000537	0.3337415799142682	0.4680318911128496	0.4049345987456937	-0.07119301883142548
34375979_EFO_0000537_GCST90446531_EFO_0000537	0.4672382118799755	0.8639451445444917	0.46100011994329076	0.006238091936684731
34375979_EFO_0000538_GCST011205_EFO_0000538	0.4709124311083895	0.8745599287066729	0.17461130732908475	0.29630112377930473
34375979_EFO_0000538_GCST011211_EFO_0000538	0.45866503368034295	0.8446254463271146	0.19664311736239426	0.2620219163179487
34375979_EFO_0000538_GCST012101_EFO_0000538	0.42069810165339866	0.7300613369153846	0.24219988091930716	0.1784982207340915
34375979_EFO_0000555_GCST006304_EFO_0000555	0.10777709736680956	-0.2275149279215404	0.20460868524880388	-0.09683158788199432
34375979_EFO_0000555_GCST90016564_EFO_0000555	0.052663808940600125	-0.4446797617051725	0.21932326064214697	-0.16665945170154683
34375979_EFO_0000555_GCST90277988_EFO_0000555	0.07164727495407226	-0.3676771786687527	0.21128271889073974	-0.1396354439366675
34375979_EFO_0000571_GCST004744_EFO_0000571	0.43600734843845684	0.7731212821252428	0.5073815390918502	-0.0713741906533934
34375979_EFO_0000571_GCST012201_EFO_0000571	0.5290875688916106	1.033923628690765	0.5760085378273282	-0.04692096893571762
34375979_EFO_0000571_GCST90134662_EFO_0000571	0.3178199632578077	0.4106427572214884	0.29432741370076576	0.023492549557041942
34375979_EFO_0000571_GCST90297563_EFO_0000571	0.08450704225352113	-0.3087558906736953	0.29489500585297695	-0.21038796359945583
34375979_EFO_0000571_GCST90455522_EFO_0000571	0.4011022657685242	0.6716005495504556	0.5502171405179626	-0.14911487474943835
34375979_EFO_0000649_GCST002126_EFO_0000649	0.3466013472137171	0.5171148481197134	0.23713899343461792	0.10946235377909919
34375979_EFO_0000649_GCST002127_EFO_0000649	0.20269442743417024	0.0636591430565007	0.20688874924918893	-0.004194321815018692
34375979_EFO_0000649_GCST002129_EFO_0000649	0.12982241273729334	-0.1641538124968045	0.20933175222315548	-0.07950933948586214
34375979_EFO_0000649_GCST002136_EFO_0000649	0.2535211267605634	0.2100470695445033	0.17145664621644607	0.0820644805441173
34375979_EFO_0000649_GCST006486_EFO_0000649	0.3104715248009798	0.3859897777680286	0.21040313277536976	0.10006839202561002
34375979_EFO_0000668_GCST001949_EFO_0000668	0.10226576852418862	-0.2459823609913205	0.253243405507716	-0.1509776369835274
34375979_EFO_0000668_GCST90271316_EFO_0000668	0.38028169014084506	0.6101962203995739	0.28652975155577853	0.09375193858506653
24212883_EFO_0000676_GCST002738_EFO_0000676	0.5578689528475199	1.124009360381029	0.6839181724039534	-0.12604921955643344
34375979_EFO_0000676_GCST002738_EFO_0000676	0.16105327617881202	-0.0459184871317439	0.23926427074687567	-0.07821099456806366
36138231_EFO_0000676_GCST002738_EFO_0000676	0.3570116350275567	0.5433151417058192	0.33243964423314565	0.024571990794411025
24212883_EFO_0000676_GCST002874_EFO_0000676	0.6056338028169014	1.2739982175282378	0.3878735908072202	0.21776021200968115
34375979_EFO_0000676_GCST002874_EFO_0000676	0.24311083894672383	0.1888135527713904	0.259125676046563	-0.01601483709983917
36138231_EFO_0000676_GCST002874_EFO_0000676	0.4660134721371709	0.8616040804596358	0.3424299706387232	0.12358350149844771
24212883_EFO_0000676_GCST004346_EFO_0000676	0.6497244335578689	1.3953092308724842	0.7186379709641545	-0.06891353740628559
34375979_EFO_0000676_GCST004346_EFO_0000676	0.0863441518677281	-0.3068792075910551	0.2268023833221801	-0.14045823145445202
36138231_EFO_0000676_GCST004346_EFO_0000676	0.38640538885486836	0.6258696652994753	0.3331452461772639	0.05326014267760448
24212883_EFO_0000676_GCST90435379_EFO_0000676	0.44335578689528476	0.7950090644725759	0.3264182949894523	0.11693749190583247
34375979_EFO_0000676_GCST90435379_EFO_0000676	0.25474586650336806	0.2161829788180082	0.16211834856224733	0.09262751794112073
36138231_EFO_0000676_GCST90435379_EFO_0000676	0.40661359461114516	0.6871766256964942	0.2938400507821356	0.11277354382900956
24212883_EFO_0000676_GCST90435380_EFO_0000676	0.2473974280465401	0.1925988508045339	0.33065733496374694	-0.08325990691720683
34375979_EFO_0000676_GCST90435380_EFO_0000676	0.2443355786895285	0.1898100366322338	0.22985379338145312	0.014481785308075368
36138231_EFO_0000676_GCST90435380_EFO_0000676	0.24800979791794245	0.193586571846914	0.3074319224800057	-0.05942212456206328
34375979_EFO_0000681_GCST000907_EFO_0000681	0.1316595223515003	-0.1598599820650865	0.23808825819840995	-0.10642873584690965
34375979_EFO_0000681_GCST004710_EFO_0000681	0.1243110838946724	-0.1813108508061202	0.22985068987523782	-0.10553960598056543
34375979_EFO_0000681_GCST008225_EFO_0000681	0.001224739742804654	-1.2018681195005132	0.17497587800390613	-0.17375113826110147
34375979_EFO_0000681_GCST90319855_EFO_0000681	0.04715248009797918	-0.4756936617459769	0.2077408345987341	-0.16058835450075493
20549515_EFO_0000685_GCST90013534_EFO_0000685	0.580526638089406	1.2048556925736116	0.35732661125335036	0.2232000268360556
34375979_EFO_0000685_GCST90013534_EFO_0000685	0.06307409675443967	-0.3999762488594232	0.2887454092567222	-0.22567131250228253
20549515_EFO_0000685_GCST90018910_EFO_0000685	0.5443968156766688	1.0651345786405475	0.316870379377476	0.22752643629919278
34375979_EFO_0000685_GCST90018910_EFO_0000685	0.10593998775260259	-0.2356193442813079	0.25156144909457756	-0.14562146134197496
20549515_EFO_0000685_GCST90131437_EFO_0000685	0.6246172688303735	1.3437691434269443	0.3329442972556839	0.2916729715746896
34375979_EFO_0000685_GCST90131437_EFO_0000685	0.043478260869565216	-0.5145188585822973	0.2633037109057378	-0.21982545003617257
20549515_EFO_0000685_GCST90132222_EFO_0000685	0.6240048989589713	1.343441501498999	0.5263146393825944	0.09769025957637689
34375979_EFO_0000685_GCST90132222_EFO_0000685	0.2131047152480098	0.0971450084624794	0.28550765278494683	-0.07240293753693702
20549515_EFO_0000685_GCST90446530_EFO_0000685	0.4286589099816289	0.7540455598739547	0.33954227707010065	0.08911663291152827
34375979_EFO_0000685_GCST90446530_EFO_0000685	0.27924066135946113	0.2878759197503681	0.24622037199118668	0.03302028936827445
34375979_EFO_0000699_GCST004061_EFO_0000699	0.09185548071034905	-0.2860337083154288	0.21040735457927873	-0.11855187386892968
34375979_EFO_0000699_GCST004878_EFO_0000699	0.0771586037966932	-0.3433734191945443	0.2872978618883857	-0.21013925809169248
34375979_EFO_0000707_GCST003327_EFO_0000707	0.1383955909369259	-0.1332637228470274	0.27054073741827966	-0.13214514648135375
34375979_EFO_0000707_GCST003422_EFO_0000707	0.20698101653398646	0.0815589984705374	0.17212393852888824	0.03485707800509821
34375979_EFO_0000707_GCST008872_EFO_0000707	0.2951622780159216	0.3384550459875917	0.5623245536083468	-0.26716227559242517
34375979_EFO_0000707_GCST90137412_EFO_0000707	0.0612369871402327	-0.4183156792128266	0.17842440021472683	-0.11718741307449412
34375979_EFO_0000712_GCST005838_EFO_0000712	0.17513778322106552	-0.0140975669549674	0.4800897805335869	-0.30495199731252143
34375979_EFO_0000712_GCST006906_EFO_0000712	0.3368034292712799	0.4759363242227894	0.1759191418052632	0.16088428746601668
34375979_EFO_0000712_GCST011176_EFO_0000712	0.21432945499081446	0.09896165402075	0.10230160236632085	0.1120278526244936
34375979_EFO_0000712_GCST90399733_EFO_0000712	0.08879363135333719	-0.2922696104078107	0.1858837210471968	-0.09709008969385961
34375979_EFO_0000712_GCST90449063_EFO_0000712	0.06491120636864665	-0.3907927317179361	0.5320633193957273	-0.4671521130270806
34375979_EFO_0000729_GCST003960_EFO_0000729	0.06368646662584201	-0.3970727606367845	0.25728569389410033	-0.19359922726825832
34375979_EFO_0000729_GCST90018933_EFO_0000729	0.09675443968156766	-0.262266315334324	0.26655761076958284	-0.16980317108801518
34375979_EFO_0000729_GCST90020072_EFO_0000729	0.04898958971218616	-0.4665878629325356	0.20705123767771016	-0.15806164796552402
34375979_EFO_0000729_GCST90446794_EFO_0000729	0.1971830985915493	0.0491121291051398	0.28810629905702334	-0.09092320046547403
34375979_EFO_0000729_GCST90454275_EFO_0000729	0.2718922229026332	0.2660353962830225	0.24675009487229138	0.025142128030341826
34244158_EFO_0000756_GCST001267_EFO_0000756	0.256582976117575	0.2182404456297834	0.2932267481607328	-0.036643772043157774
34375979_EFO_0000756_GCST001267_EFO_0000756	0.41457440293937536	0.7076277896849673	0.5528415673796802	-0.1382671644403048
34244158_EFO_0000756_GCST004142_EFO_0000756	0.19657072872014697	0.047635551997359	0.2982015763943558	-0.10163084767420882
34375979_EFO_0000756_GCST004142_EFO_0000756	0.49969381506429883	0.9603361736658704	0.6547625326885651	-0.15506871762426627
34244158_EFO_0000756_GCST90011809_EFO_0000756	0.19228413962033067	0.0364393472035866	0.2621387868029935	-0.06985464718266285
34375979_EFO_0000756_GCST90011809_EFO_0000756	0.3331292100428659	0.4658347823189896	0.5854078497527935	-0.2522786397099276
34244158_EFO_0000756_GCST90027057_EFO_0000756	0.13472137170851192	-0.1493312364851652	0.2452299634013977	-0.11050859169288577
34375979_EFO_0000756_GCST90027057_EFO_0000756	0.4396815676668707	0.7862742988151886	0.584230207638073	-0.14454863997120226
34244158_EFO_0000756_GCST90103972_EFO_0000756	0.04960195958358849	-0.4546976702894229	0.23693499609389346	-0.18733303651030497
34375979_EFO_0000756_GCST90103972_EFO_0000756	0.39804041641151255	0.6635552434370636	0.29478547046308146	0.1032549459484311
34375979_EFO_0000783_GCST90270216_EFO_0000783	0.001837109614206981	-1.195022615470542	0.21869757545519647	-0.21686046584098947
34375979_EFO_0001060_GCST000157_EFO_0001060	0.4917330067360672	0.9404475561898404	0.20813276709552153	0.28360023964054565
34375979_EFO_0001060_GCST000612_EFO_0001060	0.32945499081445195	0.4473251061654886	0.2502101703269052	0.07924482048754677
34375979_EFO_0001060_GCST002112_EFO_0001060	0.1543172075933864	-0.0811348025405945	0.1771692052841614	-0.022851997690775006
34375979_EFO_0001060_GCST002520_EFO_0001060	0.32578077158603796	0.4403965933266563	0.185378426717351	0.14040234486868697
28900119_EFO_0001065_GCST003819_EFO_0001065	0.03490508266993264	-0.568001419531515	0.13162701615485783	-0.0967219334849252
34375979_EFO_0001065_GCST003819_EFO_0001065	0.0906307409675444	-0.2872366379625033	0.20272324281076393	-0.11209250184321953
28900119_EFO_0001065_GCST004549_EFO_0001065	0.062461726883037354	-0.4029514892140217	0.2141798338206939	-0.15171810693765653
34375979_EFO_0001065_GCST004549_EFO_0001065	0.09124311083894672	-0.2864428469455788	0.23248145872506654	-0.14123834788611983
28900119_EFO_0001065_GCST004873_EFO_0001065	0.2198407838334354	0.1213326763578128	0.4339271833493667	-0.2140863995159313
34375979_EFO_0001065_GCST004873_EFO_0001065	0.3025107164727495	0.3533129935177306	0.2025508315966204	0.09995988487612911
28900119_EFO_0001065_GCST90018839_EFO_0001065	0.4421310471524801	0.7906227777658159	0.20412663482863053	0.23800441232384956
34375979_EFO_0001065_GCST90018839_EFO_0001065	0.3717085119412125	0.5784475951012952	0.2143602908473145	0.157348221093898
28900119_EFO_0001065_GCST90258638_EFO_0001065	0.2241273729332517	0.1397230335408827	0.2029612413859258	0.021166131547325884
34375979_EFO_0001065_GCST90258638_EFO_0001065	0.21494182486221677	0.1078231359894509	0.2173834197040373	-0.0024415948418205213
34375979_EFO_0001068_GCST002033_EFO_0001068	0.004286589099816289	-1.0058917971712389	0.21090440766848584	-0.20661781856866954
34375979_EFO_0001068_GCST005356_EFO_0001068	0.015921616656460504	-0.7671732417587311	0.2548224773594059	-0.2389008607029454
34375979_EFO_0001068_GCST010725_EFO_0001068	0.19167176974892836	0.0347768497378004	0.21558362785416635	-0.023911858105237993
34375979_EFO_0001068_GCST90274860_EFO_0001068	0.002449479485609308	-1.1373955104522078	0.1844822137153851	-0.18203273422977578
29273807_EFO_0001073_GCST000426_EFO_0001073	0.38946723821187995	0.6291874812942408	0.19337027685241798	0.19609696135946197
32492392_EFO_0001073_GCST000426_EFO_0001073	0.1586037966932027	-0.0639474639676285	0.22262325395155702	-0.06401945725835431
34375979_EFO_0001073_GCST000426_EFO_0001073	0.17636252296387017	-0.0133497645793318	0.20323723497179974	-0.02687471200792957
29273807_EFO_0001073_GCST001057_EFO_0001073	0.37660747091243113	0.5998558579785261	0.21074093482435063	0.1658665360880805
32492392_EFO_0001073_GCST001057_EFO_0001073	0.3214941824862217	0.42480386419625	0.4409124118282953	-0.11941822934207363
34375979_EFO_0001073_GCST001057_EFO_0001073	0.29210042865890995	0.3324042889357472	0.21384514153663114	0.0782552871222788
29273807_EFO_0001073_GCST007241_EFO_0001073	0.5015309246785058	0.9614077416367685	0.29224994644164104	0.20928097823686476
32492392_EFO_0001073_GCST007241_EFO_0001073	0.2608695652173913	0.2355020233471783	0.27984596124781536	-0.01897639603042406
34375979_EFO_0001073_GCST007241_EFO_0001073	0.29332516840171463	0.3362892307911798	0.2542831481310291	0.03904202027068554
29273807_EFO_0001073_GCST009382_EFO_0001073	0.5052051439069198	0.9672396162616907	0.2650146474421167	0.24019049646480312
32492392_EFO_0001073_GCST009382_EFO_0001073	0.23698714023270057	0.1660879558026848	0.2508502056140677	-0.013863065381367112
34375979_EFO_0001073_GCST009382_EFO_0001073	0.2651561543172076	0.2458976930154305	0.2250246081184118	0.04013154619879583
29273807_EFO_0001073_GCST009700_EFO_0001073	0.35639926515615433	0.5423989737372227	0.21844329808099838	0.13795596707515595
32492392_EFO_0001073_GCST009700_EFO_0001073	0.22351500306184935	0.1346170378316606	0.2405960733447437	-0.01708107028289435
34375979_EFO_0001073_GCST009700_EFO_0001073	0.2290263319044703	0.1449739271809276	0.2075554986542229	0.0214708332502474
34375979_EFO_0001075_GCST001941_EFO_0001075	0.2706674831598285	0.2642248569970146	0.2664531893484457	0.00421429381138283
34375979_EFO_0001075_GCST004415_EFO_0001075	0.49724433557868974	0.9585941348143324	0.24515322826790936	0.2520911073107804
34375979_EFO_0001075_GCST007239_EFO_0001075	0.37905695039804044	0.6047993507549089	0.25077442460285226	0.12828252579518817
34375979_EFO_0001075_GCST009830_EFO_0001075	0.3937538273116963	0.6460463419304049	0.5266623084820724	-0.13290848117037612
34375979_EFO_0001378_GCST002921_EFO_0001378	0.014696876913655848	-0.7910102832660406	0.18787253318414615	-0.1731756562704903
34375979_EFO_0001378_GCST004483_EFO_0001378	0.09430496019595835	-0.2770300713785877	0.25834602943399	-0.16404106923803163
34375979_EFO_0001378_GCST006432_EFO_0001378	0.07777097366809553	-0.342850158817793	0.19600229982528655	-0.11823132615719102
34375979_EFO_0001378_GCST012396_EFO_0001378	0.1696264543784446	-0.0313353798243534	0.216557947027474	-0.046931492649029405
34375979_EFO_0001378_GCST90451657_EFO_0001378	0.11635027556644217	-0.2056333198841111	0.2589548420185007	-0.14260456645205855
34375979_EFO_0001422_GCST90018606_EFO_0001422	0.026331904470300063	-0.6594966432532234	0.22586492439117373	-0.19953301992087366
34375979_EFO_0001422_GCST90018826_EFO_0001422	0.07899571341090018	-0.3325100206153075	0.23142883361494976	-0.1524331202040496
34375979_EFO_0001422_GCST90319878_EFO_0001422	0.0	-1.3045458084780084	0.2385112863423446	-0.2385112863423446
19847924_EFO_0001645_GCST010866_EFO_0001645	0.21677893447642377	0.1149385818621201	0.2474352044067663	-0.03065626993034254
20549515_EFO_0001645_GCST010866_EFO_0001645	0.3129210042865891	0.3908689481191704	0.24864010763335515	0.06428089665323394
24507775_EFO_0001645_GCST010866_EFO_0001645	0.364972443355787	0.5653733995403281	0.3933463306270333	-0.02837388727124629
28642624_EFO_0001645_GCST010866_EFO_0001645	0.08022045315370484	-0.3286970268930358	0.26316103335039875	-0.1829405801966939
19847924_EFO_0001645_GCST011488_EFO_0001645	0.14329454990814453	-0.1147470536499246	0.23023048124324508	-0.08693593133510055
20549515_EFO_0001645_GCST011488_EFO_0001645	0.23637477036129823	0.1642466891997972	0.24547277439738774	-0.009098004036089513
24507775_EFO_0001645_GCST011488_EFO_0001645	0.5584813227189223	1.1241200352737986	0.4020179798028828	0.15646334291603947
28642624_EFO_0001645_GCST011488_EFO_0001645	0.16227801592161664	-0.0429228977665203	0.23649849513306148	-0.07422047921144484
19847924_EFO_0001645_GCST90132305_EFO_0001645	0.2694427434170236	0.2572354971654881	0.15487521325420328	0.11456753016282034
20549515_EFO_0001645_GCST90132305_EFO_0001645	0.21739130434782608	0.1153923113040652	0.15695896305937634	0.06043234128844974
24507775_EFO_0001645_GCST90132305_EFO_0001645	0.320269442743417	0.4181111220745361	0.3488612548168687	-0.028591812073451683
28642624_EFO_0001645_GCST90132305_EFO_0001645	0.226576852418861	0.1424705709409755	0.190541029347712	0.036035823071149
19847924_EFO_0001645_GCST90446534_EFO_0001645	0.14635639926515615	-0.107372049816847	0.24436643696628657	-0.09801003770113043
20549515_EFO_0001645_GCST90446534_EFO_0001645	0.2737293325168402	0.2706733204217528	0.2511519704633979	0.022577362053442296
24507775_EFO_0001645_GCST90446534_EFO_0001645	0.7293325168401714	1.60294902835523	0.6371833237052305	0.09214919313494097
28642624_EFO_0001645_GCST90446534_EFO_0001645	0.014084507042253521	-0.8022412025594863	0.2598963173756437	-0.2458118103333902
19847924_EFO_0001645_GCST90449059_EFO_0001645	0.18799755052051442	0.020130186305705	0.25045565433546796	-0.062458103814953536
20549515_EFO_0001645_GCST90449059_EFO_0001645	0.2786282914880588	0.2871335585861445	0.25456736651864464	0.024060924969414144
24507775_EFO_0001645_GCST90449059_EFO_0001645	0.640538885486834	1.3781385100591752	0.6470600736283652	-0.006521188141531131
28642624_EFO_0001645_GCST90449059_EFO_0001645	0.017146356399265157	-0.7511448961825821	0.26724412277035087	-0.2500977663710857
34375979_EFO_0001663_GCST006083_EFO_0001663	0.11757501530924679	-0.2013088592075617	0.21746480319478761	-0.09988978788554083
34375979_EFO_0002496_GCST90095184_EFO_0002496	0.6448254745866503	1.385439340227935	0.6510996061351768	-0.006274131548526518
34375979_EFO_0002609_GCST001417_EFO_0002609	0.010410287813839559	-0.8931730055095933	0.23409418216887	-0.22368389435503044
34375979_EFO_0002609_GCST90010715_EFO_0002609	0.04409063074096754	-0.493465970122043	0.22146753397587776	-0.17737690323491023
34375979_EFO_0002609_GCST90239777_EFO_0002609	0.3851806491120637	0.6218253745788815	0.21963774020398158	0.1655429089080821
34375979_EFO_0003106_GCST005009_EFO_0003106	0.15676668707899571	-0.073228204994751	0.19634204453002752	-0.0395753574510318
34375979_EFO_0003106_GCST90027159_EFO_0003106	0.22045315370483773	0.1214394352761013	0.15873105269986676	0.06172210100497097
34375979_EFO_0003144_GCST009541_EFO_0003144	0.2571953459889773	0.2196267653002504	0.224381571261918	0.03281377472705932
34375979_EFO_0003144_GCST90018806_EFO_0003144	0.14819350887936314	-0.0965024547878868	0.1896749801360092	-0.04148147125664606
34375979_EFO_0003144_GCST90162626_EFO_0003144	0.2106552357624005	0.0934365302301835	0.21776224511007497	-0.00710700934767447
34375979_EFO_0003144_GCST90274223_EFO_0003144	0.24556031843233314	0.1914837615694437	0.22089952776472616	0.024660790667606985
34375979_EFO_0003144_GCST90399714_EFO_0003144	0.08818126148193509	-0.292567604201345	0.17807955584942975	-0.08989829436749466
24151499_EFO_0003756_GCST003130_EFO_0003756	0.02878138395590937	-0.6298079288164988	0.2437761310462797	-0.21499474709037034
