Entrez	P-value
7076	2.3e-78
7036	1.1e-48
10019	2.5000000000000002e-22
2766	4.3e-15
2217	2.2e-13
164656	1.3e-12
272	7.5e-12
10347	3e-11
112398	1.6e-10
4286	4.1e-10
1555	5.2e-10
9351	1.5e-08
64420	1.6e-08
340024	7.1e-08
6097	1e-07
5348	1.1e-07
56893	4.3e-07
949	1.1e-06
10095	1.3e-06
3645	1.4e-06
23495	1.5e-06
5211	1.6e-06
