Entrez	P-value
90865	3.5e-75
246	2.7000000000000003e-43
10019	1.4e-25
1053	1.2e-15
1232	3.6e-15
345	9.1e-13
1439	1.4e-11
3568	2.3e-11
5589	1.8e-10
283849	4.1e-10
58531	6.5e-10
1154	4e-09
23529	4.3e-09
442194	4.7e-09
85480	5.7e-09
3567	6.6e-09
23199	8e-09
3120	3.6e-08
221927	4.7e-08
89882	6.8e-08
22807	1.6e-07
10538	2.5e-07
54620	2.6e-07
8288	7.7e-07
101	9.4e-07
1388	1.1e-06
7837	1.9e-06
113	1.9e-06
