Entrez	Gene Symbol	Ensembl ID	P-value
5470	PPEF2	ENSG00000156194	5.23e-06
79137	RETREG2	ENSG00000144567	4.66e-05
4599	MX1	ENSG00000157601	5.1e-05
79768	KATNBL1	ENSG00000134152	5.93e-05
6283	S100A12	ENSG00000163221	6.28e-05
317772	H2AC21	ENSG00000184270	7.04e-05
6092	ROBO2	ENSG00000185008	8.43e-05
79722	ANKRD55	ENSG00000164512	9.08e-05
