Entrez	Gene Symbol	Ensembl ID	P-value
4436	MSH2	ENSG00000095002	5.82e-16
324	APC	ENSG00000134982	1.21e-14
4292	MLH1	ENSG00000076242	7.4e-14
2956	MSH6	ENSG00000116062	6.78e-11
4595	MUTYH	ENSG00000132781	5.96e-06
3360	HTR4	ENSG00000164270	2.87e-05
25996	REXO2	ENSG00000076043	4.53e-05
4741	NEFM	ENSG00000104722	5.86e-05
374291	NDUFS7	ENSG00000115286	6.05e-05
7201	TRHR	ENSG00000174417	7.77e-05
113251	LARP4	ENSG00000161813	9.21e-05
