Entrez	PhyloP_mean	PhyloP_median	CDS_Length
3927	0.8194353568084686	1.1324999999999998	702
3929	0.3782191334716459	0.2705	1446
3930	0.5832094821428572	1.026	1848
3931	0.6270153650793651	1.026	1323
3932	0.7671271469440096	1.118	1557
3933	0.0427797382297551	0.039	531
3934	0.3368536010122474	0.301	599
3936	0.771990834675116	1.132	1453
3937	0.6395793084148235	1.064	1294
3938	0.5203223044605808	1.026	5784
3939	0.7747854398891901	1.0726666666666669	910
3945	0.7837832287296461	1.12	1012
3948	0.6176090343335919	1.022571428571429	773
3949	0.3817672796160902	0.99925	2487
3950	0.5897925486215538	1.026	357
3952	0.4936387142857142	1.026	504
3953	0.6031364759987784	1.0253333333333334	2835
3954	0.5118968364864865	1.026	2220
3955	0.5297386624555689	0.9411	931
3956	0.6695613529411765	1.014	408
3957	0.3711831378446115	0.271	399
3958	0.5009249921510539	1.022	727
3959	0.3279106779590919	0.6970000000000001	1003
3960	0.4063024557613169	0.911	972
3963	0.3980970267639902	0.963	411
3964	0.5927029040113725	1.026	986
3965	0.3138710730899616	0.308	927
3972	0.3303333661971831	0.214	426
3973	0.7451869307650428	1.138	1521
3975	0.8640030990990991	1.138	1221
3976	0.6722176026826072	1.026	438
3977	0.6321855091074681	1.026	3294
3978	0.5398204352328647	1.026	2688
3980	0.7704934276359214	1.134	2940
3981	0.6945922631578947	1.026	2704
3982	0.7234832559865901	1.1084999999999998	585
3983	0.8309865154565852	1.138	1956
3984	0.6936732818810872	1.104	1940
3985	0.7497932933555516	1.13475	1930
3987	0.8248521579092699	1.1258	960
3988	0.5551645305041489	1.026	1028
3990	0.4991102635394837	1.014	1454
3991	0.4571891268956979	1.014	3231
3992	0.7470871267818134	1.138	938
3993	0.6388585995443476	1.026	2262
3995	0.6762748983270531	1.026	1195
3996	0.6374468579029733	1.026	3195
3998	0.7584488701891715	1.138	1533
4000	0.8071370990544569	1.1210714285714285	1828
4001	0.8589947638079056	1.138	1462
4004	0.9247204208333426	1.138	459
4005	0.7998890942706608	1.0755	580
4007	0.5942708626844566	0.947	1746
4008	0.6509246410918119	1.0757777777777775	4353
4009	0.854082813751088	1.138	1149
4010	0.8599877327810556	1.134	1206
4012	0.7030329135654793	1.026	3057
4013	0.4191187334293408	0.3014	1702
4014	0.264071	0.158	939
4015	0.7844070209411121	1.0723333333333331	727
4016	0.6478254510144927	0.842	1725
4017	0.6959028361290323	1.026	2325
4018	-0.0203731082802547	0.062	6123
4023	0.7184490448179272	1.138	1428
4025	0.5759103196171491	1.026	1970
4026	0.6739015412759797	1.026	1728
4033	0.5722977371401298	0.8861666666666667	1977
4034	0.6417709046938854	1.018	2005
4035	0.7387936590896218	1.138	4181
4036	0.4834228353413605	1.015	8823
4037	0.5745523553826201	1.055	2313
4038	0.8171484930045472	1.12	5718
4040	0.9134168025046536	1.138	4774
4041	0.660547781559406	1.127	4848
4043	0.390620125698324	0.896	1074
4045	0.9344021376597836	1.138	1017
4046	0.2686223655525775	0.3811	985
4047	0.4999581966784064	0.99	2130
4048	0.6996069389426439	1.026	1709
4049	0.5459661262135922	1.018	618
4050	0.5383684420198849	1.018	484
4051	0.2850613357325656	0.187	1563
4052	0.7657586636839987	1.138	4293
4053	0.5823306495920997	1.026	5400
4054	0.693027563341356	0.9885833333333331	3135
4055	0.3678817838271051	0.3145	915
4056	0.6425445906786756	0.9446666666666668	350
4057	0.3129733780536358	0.2374999999999999	2087
4058	0.5110520216569573	0.9685	2225
4059	0.4491061352813414	1.0114999999999998	1827
4060	0.7035518269419863	1.138	1017
4061	0.3358689366855987	0.5767142857142857	303
4062	0.6423788158217321	0.947	454
4063	0.1297965852744207	0.089875	1543
4064	0.4959978811681772	0.326	1986
4065	0.6291859721416134	1.026	5169
4066	0.518716521945433	0.943	843
4067	0.7869611959896353	1.138	1507
4068	0.8396313657673077	1.138	335
4069	0.3810414490016257	0.7591666666666667	392
4070	0.572291	0.877	972
4071	0.5811368194038574	1.026	481
4072	0.5475573699384517	1.0419999999999998	987
4074	0.7807279428769485	1.026	705
4076	0.8493713852266449	1.138	2063
4077	0.7279898533266242	1.0950000000000002	2782
4081	0.814809	1.138	1080
4082	0.5043893303303304	0.858	999
4084	0.7843404553444955	1.136	651
4085	0.8089077006472492	1.118	618
4086	0.8781259949928467	1.138	1398
4087	0.8699763322312961	1.138	1346
4088	0.8504096758126795	1.138	1054
4089	0.9421661441309312	1.138	1608
4090	0.9178777560801143	1.138	1398
4091	0.8024392816901408	1.024	1491
4092	0.9144731439579038	1.138	1065
4093	0.6764785864946689	1.029	1367
4094	0.8745877594769894	1.0133333333333334	1162
4097	0.8390779079754601	1.127	489
4099	0.7039772530889022	1.1255	1403
4100	-0.068615	0.4355	930
4101	-0.203075	-0.067	945
4102	-0.067853	0.361	945
4103	-0.0917130654545454	0.028090909090909	921
4105	-0.020051	-0.103	945
4107	-0.0028559999999999	-0.07	957
4108	0.074795	0.432	948
4109	0.190313	0.0985	1110
4110	-0.0035709819810936	-0.057	1246
4111	-0.401121	0.336	945
4112	0.151679	0.161	1044
4113	0.184632	0.171	960
4114	0.162095	0.174	1041
4115	0.116378	0.126	1041
4116	0.9472214037930328	1.134	385
4117	0.6754362042857429	1.026	1818
4118	0.5392936270871985	0.9575	315
4121	0.7554490586136595	1.026	1962
4122	0.6851746316246742	1.026	3453
4123	0.6524944687938452	1.026	3044
4124	0.6756425740902475	1.051	3435
4125	0.4330397923143511	1.005	3034
4126	0.5172014201680573	1.018125	2637
4128	0.659002356300912	1.0586666666666666	1252
4129	0.7414900089571337	1.026	1563
4130	0.6712857743836252	1.026	8769
4131	0.7250149970298367	1.026	7407
4133	0.7628218395690542	1.042	3789
4134	0.5697970010571523	0.6025714285714285	3391
4135	0.4843941048175401	0.6983333333333333	1739
4137	0.6008023725943515	0.9885	1589
4139	0.8634741097335087	1.1377499999999998	2296
4140	0.8726509950428976	1.138	2121
4141	0.6851347554706826	1.0525	847
4142	0.535798	1.026	978
4143	0.6891750151515151	1.03	1188
4144	0.9340220300673402	1.138	1044
4145	0.5637688013148752	0.9425	1500
4146	0.687978540576794	1.026	1491
4147	0.6890417885562952	1.1178	2664
4148	0.57594814609664	1.026	1398
4149	0.932753721485728	1.1172307692307692	339
4150	0.7320258515448671	0.9195555555555556	733
4151	0.5514598053118279	1.026	432
4152	0.6421104652921231	1.026	1751
4153	0.2724219585006693	0.16	747
4154	1.0397131903000596	1.138	1055
4155	0.622533218179332	1.0005	554
4157	0.2549429712793732	0.224	1019
4158	0.476649	0.912	894
4159	0.674239	1.026	972
4160	0.807864	1.138	999
4161	0.430708	0.948	978
4162	0.5788891643482741	1.026	1941
4163	0.7425916124707679	1.131	2499
4166	0.554962	1.026	1188
4168	0.7161348624539995	1.0977142857142856	2814
4170	0.7255924352047372	1.0324	795
4171	0.6608910515653775	1.075	2715
4172	0.7621063521879654	1.138	2433
4173	0.6881248570952673	1.1082857142857143	2286
4174	0.7574129858066927	1.13	2140
4175	0.8388998945660989	1.138	2466
4176	0.7175633009609692	1.026	1769
4179	-0.0175610799964327	0.0489230769230769	1103
4184	-0.035085	0.029	351
4185	0.7760037385509226	1.1335	2010
4188	0.7093772576872288	1.026	680
4189	0.8939286354166667	1.138	672
4190	0.8486648075978499	1.138	879
4191	0.64787456261544	1.06675	672
4192	0.7331582201178451	1.026	404
4193	0.6764196705464124	0.9978461538461538	1016
4194	0.7911086335295302	1.1317777777777778	763
4199	0.718716223967423	1.026	1719
4200	0.7660126574629853	1.131142857142857	1626
4201	0.8224035255628332	1.026	533
4204	0.8376809845825368	1.1023999999999998	910
4205	0.8853587430192056	1.026	1474
4208	1.0166911922077566	1.138	1317
4209	0.8426954008773154	1.138	1551
4210	0.2776671583331855	0.220875	1800
4211	1.0585986961863296	1.1418	1158
4212	1.0039982304303354	1.138	1212
4214	0.8013144445913196	1.026	4539
4215	0.8347834437413599	1.127	1932
4216	0.7521407481323445	1.129	4746
4217	0.7654829833636364	1.138	4288
4218	0.8252916866987179	1.0445	624
4221	0.7294782501456026	1.0325	1824
4222	0.6667804778080603	1.026	580
4223	0.8336745956284153	1.138	915
4224	0.5335024377285487	1.026	2283
4225	0.6124890001280222	1.138	2104
4232	0.826896591187028	1.137	945
4233	0.7394895179015006	1.138	3735
4234	0.7750482598738004	1.082	649
4236	0.8783590151515152	1.134	1320
4237	0.7134432176882871	1.026	550
4238	0.776254685644322	1.138	943
4239	0.7281272609337487	1.127	817
4240	0.3458869798724785	0.3317	940
4241	0.5162015493100668	1.0246666666666666	1713
4242	0.5972365043290044	1.026	945
4245	0.595409	1.026	1338
4246	-0.0838821458333333	-0.041	288
4247	0.798132	1.138	1344
4248	0.738695	1.0755	1602
4249	0.8688539375561546	1.138	2226
4250	-0.607703993230174	-0.3692499999999999	322
4253	0.6933312627650347	0.9843333333333332	2589
4254	0.8325876887848466	1.138	577
4255	0.2593258535766011	0.186	670
4256	0.5476872670691711	1.015	349
4257	0.5666245934092012	0.9091666666666668	379
4258	0.5829313358358358	0.952	374
4259	0.6357250826488301	1.1375	468
4261	0.3990575791378403	0.504	2810
4267	0.1485210989161523	0.5627142857142857	479
4277	-0.2837305671958157	-0.051	1077
4281	0.8653569170380081	1.138	1871
4282	0.7342298189655172	1.022	348
4283	0.4377435132275131	0.32	378
4284	0.8346163749999999	1.138	792
4285	0.6300667684407096	1.026	2142
4286	0.8764583506243796	1.138	1276
4287	0.696366138887044	1.023625	951
4288	-0.0380470878704662	-0.029	9231
4289	0.9485608624261276	1.138	1459
4291	0.7239394480769565	1.113375	718
4292	0.750951719182771	1.0892	1711
4293	0.7388538584356739	1.026	2986
4294	0.7237944527050612	1.055	2865
4295	0.3581262831827969	0.324	340
4296	0.6024676492905704	1.0633333333333332	1703
4297	0.8471149797118797	1.0163	7473
4298	0.6952629436126373	1.0525	1113
4299	0.5315171981683563	0.94	3642
4300	0.9209067397920594	1.138	1077
4301	0.7089887763603301	1.109	5348
4302	0.7852798391561333	1.0355	2130
4303	0.7836003304974453	1.026	1435
4306	0.812545472557946	1.138	2889
4308	0.5513248445370854	0.8605	3972
4311	0.8237053156841668	1.138	2093
4312	0.4703999368794326	0.675	1410
4313	0.7465192040756045	1.12925	1831
4314	0.5052517043235704	1.026	1434
4316	0.3929190883084577	0.314	804
4317	0.4195319373219373	1.026	1404
4318	0.5360851153483992	1.026	2124
4319	0.4166535436757512	0.2785	1431
4320	0.536171200408998	1.026	1467
4321	0.3810359504600141	0.315	1413
4322	0.6731712251700681	1.138	1443
4323	0.8109505449990699	1.138	1630
4324	0.6823642154228856	1.026	2010
4325	0.968677613486842	1.138	1824
4326	0.4215974251804211	0.939	1686
4327	0.6080686146839606	1.0226666666666666	1301
4329	0.8639727218762022	1.1373333333333333	1312
4330	0.6920307466565733	1.026	3963
4331	0.8794220595048949	1.138	867
4332	0.0001813439542483	0.129	1224
4335	0.8700645435038509	1.12	925
4336	0.6470756783184739	0.9467777777777776	423
4337	0.6675990260952896	1.026	1395
4338	0.6633266110652855	1.026	302
4340	0.5496383723464612	1.026	606
4342	0.413157	1.022	1041
4343	0.7746078758212861	1.026	2961
4345	0.5291935105310329	0.9474444444444444	718
4350	0.4117280479182066	1.026	875
4351	0.6674857803927537	0.92	1002
4352	0.6413207255201927	1.026	1897
4353	0.5934496067917784	1.026	2238
4354	0.7317991490717289	1.0873333333333337	1351
4355	0.7615275359545587	1.099	1630
4356	0.708153620915562	1.026	1795
4357	0.4003962872501199	0.938	867
4358	0.6719633024106217	0.9233333333333332	445
4359	0.8226811827596526	1.1344	534
4360	0.5775627691603751	1.026	4371
4361	0.7554945226904147	1.1308	1819
4363	0.6019146118453879	1.025	4449
4430	0.8536654102667938	1.138	3345
4435	0.689294527720504	1.026	608
4436	0.8103426419350397	1.1155000000000002	2386
4437	0.6743508442519719	1.0336666666666667	3293
4438	0.7471696193525437	1.138	2811
4439	0.7281360307034621	1.047	2496
4440	0.8938493865932049	1.134	1089
4477	-0.1114185130810554	0.0343333333333333	312
4478	0.8969026686065493	1.138	1709
4481	0.4438598086448829	0.8392	1235
4482	0.6091076733457695	1.0431666666666668	534
4485	0.5942089095500459	1.025	2178
4486	0.4908049451630886	0.966	4017
4487	0.676739894736842	0.945	912
4488	0.6942869353233831	1.047	604
4489	0.2887153010752688	0.767	186
4490	0.0058702768438589	0.3475	199
4493	0.3102353378360216	0.5525	230
4494	0.0906407491039426	0.17175	160
4495	0.4818969550833475	1.005	165
4496	0.156688269692423	0.39675	222
4499	0.074344	0.4965	186
4501	0.4053389877602379	0.5730000000000001	163
4502	0.5333518839000291	0.5765	204
4504	0.4856487935635306	0.8265	268
4507	0.7559234893574064	1.138	920
4508	-1.364279	-0.361	681
4509	-1.555792	-0.725	207
4512	-0.995787	0.1145	1542
4513	-1.098773	-0.0855	684
4514	-1.089166	0.058	784
4515	0.9641820833333332	1.138	324
4519	-0.961872	-0.015	1141
4520	0.8661221167108752	1.138	2262
4521	0.487375763871196	1.0233333333333334	494
4522	0.7181201705797907	1.1375	2672
4524	0.6702074048368524	1.026	1912
4528	0.7135434473443225	1.026	2184
4534	0.8364955399287236	1.138	1543
4535	-1.047146	-0.1595	956
4536	-1.45888	-0.4775	1042
4537	-1.422546	-0.35	346
4538	-1.3483690000000002	-0.326	1378
4539	-1.382478	-0.311	297
4540	-1.2518770000000004	-0.347	1812
4541	-1.251829	-0.317	525
4542	0.6882807879890809	1.025	3297
4543	0.4819345498575498	0.947	1053
4544	0.2471604343434343	0.157	1089
4547	0.6179205964283481	1.026	2065
4548	0.7291329337477728	1.1378333333333333	3580
4552	0.4912492579107501	0.3175	2137
4580	0.6149646664256868	1.0253333333333332	1221
4582	0.3406649419835706	0.5035625	697
4583	0.3327441013868961	0.882	4182
4584	-0.6053845114239345	-0.294	9885
4585	0.0315051801254232	0.1435	9807
4586	-0.2499927336870027	-0.24	16965
4588	-0.1019055954918032	0.12	7320
4589	-0.1270830476190476	-0.057	1134
4591	0.8101839020795119	1.1341	1819
4593	0.7645403708729864	1.040333333333333	2516
4594	0.8357283777185973	1.138	2253
4595	0.5536409525066858	0.9772	1401
4597	0.4378263724023276	0.997	1203
4598	0.569517129612251	1.026	941
4599	0.3962119311808907	0.9970833333333334	1961
4600	0.1624463426443203	0.1769999999999999	2148
4601	0.9909504755146944	1.138	597
4602	0.8527774185497183	1.133181818181818	1877
4603	0.8849260644991706	1.138	1857
4604	0.7904220261155795	1.138	3201
4605	0.6336418970290033	0.9865	2067
4606	0.5871996307647402	1.026	3426
4607	0.651754402875817	1.026	3825
4608	0.5923429867503486	1.026	1434
4609	0.6457396560678998	0.8744999999999999	1112
4610	0.7155445282816023	1.022	997
4613	0.5590068883103322	0.95525	1078
4615	0.6079671631926512	0.8096666666666666	719
4616	0.5742535724052824	0.9125	507
4617	0.7418879440104167	1.026	768
4618	0.8425282112482854	1.138	729
4619	0.7989114032646049	1.138	5820
4620	0.7862540483055386	1.129	3976
4621	0.7631790798557443	1.13	5823
4622	0.7735859254295532	1.138	5820
4624	0.7648673828178694	1.049	5820
4625	0.7849545337111473	1.104	5817
4626	0.7644362920536636	1.138	5814
4627	0.80710392103987	1.138	2757
4628	0.8056211708686957	1.138	5985
4629	0.7448086475665725	1.127	5886
4632	0.835134172134488	1.135	519
4633	0.6824043343614428	1.05815625	465
4634	0.7166330212549603	1.0750000000000002	604
4635	0.7128115033670034	1.138	594
4636	0.5119047801688129	0.9425	429
4637	0.8652878564888069	1.055416666666667	443
4638	0.7791760613121085	1.0972727272727274	2866
4640	0.6773822765006386	1.026	3132
4641	0.6907423836434089	1.026	3113
4642	0.8309174867677223	1.138	2493
4643	0.815770950706342	1.138	3327
4644	0.8596332635511156	1.138	3994
4645	0.742717405711789	1.1324999999999998	3402
4646	0.8376326887184095	1.138	3823
4647	0.7752028864072643	1.137	6559
4648	0.5273657992421494	1.0226666666666666	5230
4649	0.7853590327998514	1.135	6248
4650	0.5211465727333838	1.0305	6271
4651	0.6841507228159998	1.0561	4213
4653	0.5144487485148515	1.026	1515
4654	0.6718194174454828	1.016	963
4656	0.7767820237037036	1.134	675
4659	0.8956471232609623	1.138	2986
4660	0.8410370644032324	1.138	1706
4661	0.6595674786797281	1.0545	2584
4664	0.6947366687350156	1.022	1463
4665	0.8529347860462309	1.138	1482
4666	0.8045777980515748	0.9955357142857142	1152
4668	0.5736179279935275	1.026	1236
4669	0.5638937477598566	1.026	2232
4670	0.9153409713134144	1.136	2134
4671	0.3059392225672073	0.74	3984
4673	0.988363171131172	1.138	1037
4674	0.677222	0.947	1383
4675	0.550897	0.947	1510
4676	0.723388781792919	1.0932	1162
4677	0.7165209993928353	1.026	1647
4678	0.7492611324600901	1.0760999999999998	1466
4680	0.0906811169082125	0.099	1035
4681	0.7143031703413633	1.026	571
4682	0.6499502771145278	1.026	946
4683	0.5857988380307391	0.9525769230769232	2134
4684	0.797790058958723	1.099	2217
4685	0.8279506428172964	1.118	2487
4686	0.9489621085962054	1.138	1311
4688	0.6757172123637982	1.026	1500
4689	0.575344378006092	1.013	872
4690	0.9468291813021188	1.138	1070
4691	0.7071788613918794	1.0289090909090908	2071
4692	0.621791	1.026	966
4693	0.888057328358209	1.1325	402
4694	0.5000518450704226	1.026	213
4695	0.5765303225324676	1.018	265
4696	0.3766110318076843	0.8968333333333334	209
4697	0.7082562113821138	1.082	246
4698	0.6994909615769763	1.026	267
4700	0.6972790395876748	1.1166666666666667	356
4701	0.6058891812865497	1.018	342
4702	0.7178264412331407	1.026	519
4703	0.735075680467816	1.138	23722
4704	0.4113487414005071	0.56375	772
4705	0.3333106975868267	0.5408055555555555	1053
4706	0.682836872611465	1.026	471
4707	0.4855840621788722	0.992	205
4708	0.5807615769512408	0.9773	226
4709	0.6859529831649832	1.026	297
4710	0.4621297382111715	0.791	332
4711	0.5073308598976638	0.7175	481
4712	0.5687119945503293	0.952	341
4713	0.453768036231884	0.917	414
4714	0.586934423138855	1.002	516
4715	0.6070832713637208	1.082	500
4716	0.4460397678411514	1.0206666666666668	504
4717	0.3764459423264906	0.2102857142857142	224
4718	0.3817776810598149	0.6755	291
4719	0.8568417476059831	1.138	2024
4720	0.7706569707631127	1.138	1382
4722	0.4789092917994048	0.624	462
4723	0.7553428817737595	1.138	1324
4724	0.7869753579545454	1.106	528
4725	0.4338940186915888	1.009	321
4726	0.2876748685549133	0.4555	447
4728	0.7415188861465548	1.1549999999999998	414
4729	0.6912295986877469	1.0476666666666663	525
4731	0.2211329371862862	0.1565	874
4733	0.9143198333333334	1.138	1104
4734	0.7581813209066058	1.05225	3579
4735	0.7618087400984475	1.118	1088
4736	0.7621297064220183	1.071	654
4738	0.8901723524629364	1.138	199
4739	0.6319489165314852	1.026	1898
4741	0.7185155243816099	1.01825	2276
4744	0.5432513277832189	0.95	3063
4745	0.8054128326662294	1.138	2376
4747	0.8213576268382353	1.138	1632
4750	0.6647589246665202	1.0356	3236
4751	0.7136881280156966	1.026	1220
4752	0.5541309950999389	0.9665	1169
4753	0.834928927561055	1.138	2195
4756	0.8357487343280581	1.138	4338
4758	0.5800864903846153	1.022	1248
4759	0.2968630708661417	0.523	1143
4760	0.8293360000000001	1.138	1071
4761	0.8830100000000001	1.066	1149
4762	0.6473220000000001	1.026	714
4763	0.9041322940665328	1.1175	4698
4771	0.8819739234057282	1.1387916666666664	1567
4772	0.422179180537278	0.9976363636363637	2131
4773	0.7336613112333854	1.108	2531
4774	0.9771008669309216	1.138	1315
4775	0.8315874602545277	1.138	3194
4776	0.7863361466756532	1.04	2151
4778	0.6788373689839572	1.026	1122
4779	0.8557431286362197	1.138	2055
4780	0.7209175190975722	1.1262340425531916	1507
4781	1.014414097679195	1.138	1248
4782	0.770847679408744	1.066142857142857	1391
4783	0.4862579999999999	0.962	1389
4784	0.9622956524118672	1.138	1362
4790	0.6803156641658044	1.106	2913
4791	0.6317642279876681	1.026	2701
4792	0.8028985576924255	1.1267999999999998	805
4793	0.5530448253406113	0.9803333333333332	967
4794	0.5967623110767415	0.61725	1294
4795	0.7371218653054941	1.026	875
4796	0.3952306826202562	0.947	4137
4798	0.708513240978725	1.1116	3208
4799	0.7933595019723739	1.074	2932
4800	0.9341717988941136	1.138	1000
4801	0.8951973597258006	1.134	625
4802	0.929629146797014	1.135	1059
4803	0.622817875	1.026	667
4804	0.7346537519330498	1.082	1143
4807	0.776209	1.138	402
4808	0.85464	1.062	408
4809	0.6872235442744815	0.8647499999999999	361
4810	0.7668616914460693	1.026	4654
4811	0.5631612123023744	1.026	3544
4814	0.6300959607843136	1.138	459
4815	0.4198376198750938	0.5796	399
4817	0.790132537958347	1.026	882
4818	0.2024789446280813	0.215	395
4820	0.8604714043244903	1.101	2353
4821	0.8955689817518248	1.138	822
4824	0.5313008370124113	1.026	592
4825	0.7785364501329788	1.09025	693
4826	0.8859579627166854	1.0932	264
4828	0.4302147159439449	0.2495	415
4829	0.5779183154305201	1.022	1173
4830	0.6724614828502259	1.1332	439
4831	0.7600963160703819	1.1238333333333332	424
4832	0.5444523125170999	0.9415	384
4833	0.5241046993173899	0.947	446
4835	0.4099027975772757	0.8584999999999999	560
4836	0.8595893695355894	1.138	1358
4837	0.5407460238993711	0.947	795
4838	0.5435875076628351	1.026	1044
4839	0.5661041305459518	0.99275	1831
4841	0.8857532337095037	1.114125	1385
4842	0.7165736098501302	1.134	4373
4843	0.5788940375147825	1.019	3115
4846	0.7006884855825786	1.117375	2585
4848	1.057724940255528	1.138	1274
4849	0.8330159859725107	1.026	2227
4850	1.0148448780909884	1.138	1806
4851	0.552571335380616	1.022	7117
4852	0.789778738095238	1.026	294
4853	0.7260793282605178	1.0255	4120
4854	0.5862780267011196	0.947	6966
4855	0.577791988689288	1.026	6012
4856	0.609894852886406	1.026	1074
4857	1.0477251638949583	1.138	923
4858	0.7766142203876412	1.022	1575
4860	0.607284622905957	1.026	840
4861	0.5843912307232646	0.9495	1374
4862	0.7172835418181818	1.026	2475
4863	0.6445216552287582	1.026	4284
4864	0.6302179278081835	1.026	3837
4867	0.5664781692334157	1.015	1745
4868	0.4906767308364212	1.025	3666
4869	0.9184016425828784	1.138	698
4878	0.4954447760577916	1.016	381
4879	-0.0038596814814814	0.0615	405
4880	0.7508606771653543	1.026	381
4881	0.7327745178907721	1.026	3186
4882	0.8797935559226052	1.138	3163
4883	0.7570763292208698	1.082	1300
4884	0.7878630328832831	1.084	942
4885	0.6672344637345679	1.138	1296
4886	0.8196075649350649	1.138	790
4887	0.726907	1.138	1146
4889	0.7427	1.138	1338
4891	0.784097101942406	1.134	1688
4892	0.7028694951871672	1.026	5147
4893	0.9511176561403508	1.138	570
4897	0.7906747161790735	1.138	3670
4898	0.8811309433729589	1.138	3460
4899	0.9100587507101884	1.138	1534
4900	0.9187429746835444	1.175	237
4901	0.7386255134453782	1.018	547
4902	0.6465317912457913	1.009	594
4904	0.9972388830769232	1.138	975
4905	0.8506313510588186	1.138	2127
4907	0.6598109378211822	1.0993333333333333	1365
4908	0.8258914870848708	1.138	793
4909	0.604215	1.019	633
4913	0.4362259379214022	0.93	927
4914	0.6461593007649645	1.037	2003
4915	0.8192346206281771	1.1363611111111112	1729
4916	0.8300697164717997	1.138	2239
4917	0.5753375438898451	1.012	1743
4919	0.7904958248099603	1.138	1998
4920	0.596770616361642	1.026	2473
4921	0.8693134396417443	1.138	2568
4922	0.7250864486172028	1.138	400
4923	0.580840785202864	1.026	1257
4924	0.6669709460246495	1.1063333333333334	1332
4925	0.8289561908155187	1.138	1263
4926	0.6284504095687273	1.026	4968
4927	0.7041603169686647	1.035	2093
4928	0.8553174677688556	1.138	4128
4929	0.9740397167047464	1.138	1664
4931	0.6514478560096034	1.026	2185
4935	0.5199570469135802	0.824	1215
4938	0.1974014170925326	0.2717272727272727	1023
4939	0.0924585654802098	0.1307999999999999	1390
4940	0.2563406940071432	0.1804642857142857	2161
4942	0.6858659564619706	1.024	1113
4943	0.7332810227382681	1.026	2067
4946	0.6273906214339302	0.959	684
4947	1.0422333965494863	1.138	381
4948	0.4571387775509359	1.012	2481
4951	0.7597485818181818	1.084	330
4952	0.8743368103361326	1.138	2694
4953	0.7219040165945165	1.026	1386
4956	0.6485331335868647	1.0545	442
4957	0.8578475250366283	1.138	2252
4958	0.6984042243285941	1.138	1266
4967	0.7575016627726431	1.1208333333333331	2710
4968	0.585857887849984	0.9772222222222222	1025
4969	0.8237436109253065	1.13	897
4973	0.454515950806281	0.3942	534
4974	0.91345	1.138	1323
4975	0.668675	1.026	492
4976	0.8567310275315203	1.138	2884
4978	0.8334616736999694	1.138	1008
4982	0.6477421011608623	1.026	1206
4983	0.7822837507126336	1.138	1561
4985	0.7884403905272566	1.026	1119
4986	0.6854129017516302	1.071	1098
4987	0.6049381687050763	1.019	1134
4988	0.7520348969561955	1.138	1174
4990	0.8303008947368423	1.134	741
4991	0.568511	1.005	939
4992	0.152364	0.681	939
4993	0.546412	0.917	939
4994	0.342012	0.251	948
4995	0.252289	0.217	948
4998	0.5181017846094355	0.947	2586
4999	0.7775744238754325	1.122	1734
5000	0.8512496563247651	1.1367999999999998	1216
5001	0.8114828673166983	1.0996666666666666	828
5002	0.3797598328152545	0.8987499999999999	1201
5004	-0.041994907590759	0.002	606
5005	-0.0258034867986798	0.069	606
5007	0.8286642665016501	1.138	2424
5008	0.0965152587146181	0.1471666666666666	506
5009	0.8609809664945227	1.138	1010
5010	0.7407102083333333	1.138	624
5013	0.7934378723004695	1.026	1065
5015	0.95331029330185	1.138	718
5016	0.299858090819833	0.772	2037
5017	0.7304383552383712	1.138	711
5018	0.5460117196664205	1.026	1320
5019	0.7900330826499045	1.11425	828
5020	0.5525290264550264	0.852	378
5021	0.6262028871794871	0.962	1170
5023	0.6610482383333334	1.026	1200
5024	0.7552411993299831	1.138	1194
5025	0.6256953879230274	1.026	1191
5026	0.4127448158589774	0.9702857142857144	1235
5027	0.6199631901565996	1.026	1788
5028	0.740279	1.138	1122
5029	0.603168	1.026	1134
5030	0.591354	1.026	1098
5031	0.6030696400392368	1.026	960
5032	0.0900645937777777	0.1035	1125
5033	0.8812102698298958	1.138	1594
5034	0.6136284384630739	1.026	1421
5036	0.952371610370864	1.138	1020
5037	0.665159865248227	1.12	564
5042	0.1592609999999999	0.414	1896
5045	0.7305580616227418	1.026	2383
5046	0.6220681158930428	1.026	2244
5047	-0.1895548788654849	-0.037625	515
5048	1.001077767964809	1.138	1157
5049	0.8550417514892279	1.138	541
5050	0.777615224137931	1.0615	696
5051	0.6866132485156914	1.026	1179
5052	0.8693770513888889	1.1286666666666665	549
5053	0.7335415422119731	1.138	1351
5054	0.5040827427626138	1.026	1209
5055	0.534925483974359	1.026	1248
5058	0.9238721243552236	1.138	1559
5062	0.8998571701587303	1.138	1575
5063	0.9922477786989846	1.138	1683
5064	0.4132648247088156	0.959	880
5066	0.7525136272199884	1.1353636363636364	2709
5067	0.7678727178490444	1.138	3087
5068	0.1479246287878788	0.1985	528
5069	0.7282912530712531	1.026	4884
5071	0.4582129509486858	0.7016666666666667	885
5073	0.7720621920474856	1.1295384615384614	1749
5074	0.6124330361681329	0.806	1023
5075	0.6193292658980345	1.026	1427
5076	0.948227380553026	1.138	1223
5077	0.8377628540910876	1.138	1196
5078	0.5824140820982405	1.026	1045
5079	0.8872096416738389	1.138	953
5080	0.8734097298108755	1.055	1162
5081	0.7620149932398406	1.0765	1563
5082	0.779236289183223	1.126	906
5083	0.8510066900584795	1.134	1026
5087	0.9709709660131404	1.1489999999999998	978
5089	0.8547442652745553	1.138	1293
5090	1.0292581845637063	1.138	1202
5091	0.7253933583815572	1.134	3091
5092	0.8238605047619048	1.138	315
5093	0.906724	1.079	1071
5094	1.0727781527396254	1.138	1021
