Entrez	PhyloP_mean	PhyloP_median	CDS_Length
230	0.8441039798327982	1.134	1067
231	0.6357570441640378	1.026	951
238	0.6257584675443509	1.026	3418
239	0.6741847454819275	1.026	1992
240	0.717674708360302	1.111	1939
241	0.591044300552455	1.0375	571
242	0.6359401191832859	1.026	2106
246	0.4251677787937824	0.9353333333333332	1950
247	0.3971939934499078	0.936	1944
248	0.3846602331442974	1.022	1587
249	0.6673275143103575	1.135	1476
250	0.1747152226368159	0.84	1608
251	0.0354477254534083	0.269	1599
257	0.7239770651538817	1.026	817
258	0.4532337028285838	0.24	1321
259	0.4427864192634561	0.947	1059
262	1.0168773365527095	1.1262	927
265	0.8449419408251201	1.013	574
266	0.693700728217066	1.009	600
267	0.7353860967908902	1.126	1932
268	0.2887652049910872	0.855	1683
269	0.6624541668044714	1.026	1532
270	0.7850948373560079	1.138	2238
271	0.8056291032786951	1.138	2342
272	0.7920245388966484	1.138	2218
273	0.6313841172756511	1.026	2025
274	0.7216451331584257	1.025	1461
275	0.6524141645995263	1.026	1034
276	0.5520722864583333	0.914	1536
277	0.5063755924479167	0.894	1536
278	0.5303483515624999	0.9250000000000002	1536
279	0.5821726406250001	1.009	1536
280	0.6405123352864583	1.043	1536
283	0.289099	0.201	444
284	0.8854038535792501	1.138	1096
285	0.6802500179593505	1.0925	1423
286	0.6706158760803875	1.026	3341
287	0.7550202121718896	1.1037777777777775	7191
288	0.791341350137795	1.1054285714285714	4737
290	0.3956603009641873	0.947	2904
291	0.8291124972129319	1.135	897
292	0.8059341794871795	1.049	897
293	0.3318021443701225	0.5529999999999999	897
301	0.7587213362151778	1.138	1041
302	0.8227537042996211	1.138	986
306	0.6576928740885134	1.086666666666667	894
307	0.7427294140338165	1.134	933
308	0.7946678822633589	1.1173333333333335	803
309	0.7604035254452707	1.1318	1665
310	0.7902113340471092	1.134	1401
311	0.6901223231952999	1.026	1493
312	0.6036278519420898	1.026	1012
313	0.56216249625767	1.026	1809
314	0.4562188901850611	0.315	2230
316	0.6047015812795618	1.026	4017
317	0.7594498924200875	1.1189	2794
318	0.782031518018018	1.138	444
319	0.3546051732925586	0.206	981
320	0.8031330462842958	1.11	1936
321	0.6119131701583861	1.1289999999999998	2238
322	0.841617427244884	1.0756	1553
323	0.6593533360277364	1.026	1708
324	0.8544134649646309	1.138	7651
325	0.2345628095238095	0.197	672
326	0.3506391996336996	0.87	1638
327	0.7937584218719765	1.138	2206
328	0.745945393260188	1.133	729
329	0.7390512061889957	1.026	1804
330	0.5021537064960042	0.324	1845
331	0.8831867269076304	1.134	1494
332	0.616533740436482	0.9706	360
333	0.6902521250962688	1.026	1920
334	0.7680852414534916	1.138	2130
335	0.3929026012296241	0.227	790
336	0.4260240410887962	0.378	226
337	0.4066763702770781	0.216	1191
338	0.4999393131006474	0.989	8089
339	0.4377100182841069	0.829	711
341	0.217046267844342	0.1709166666666667	252
343	0.4014223077339773	0.23	777
344	0.2315235072890467	0.2014	247
345	0.1886546241619585	0.225	336
346	0.2121263967483107	0.1205	303
347	0.5095821543859651	1.026	570
348	0.4342921813417191	0.932	954
350	0.5103834171483623	1.008	1038
351	0.795746812150363	1.138	2150
353	0.4041189894920735	0.92	470
354	-0.0814179264240851	0.0574	686
355	0.1876385251645619	0.1887105263157894	644
356	0.5187154014110519	0.9985	615
357	0.4434807205328546	0.5815	3102
358	0.5957664063607797	1.0779999999999998	685
359	0.6577352867647059	1.026	816
360	0.7301362834174625	1.0765	796
361	0.790394917831032	1.0446666666666666	951
362	0.5783983796992481	1.026	798
363	0.4553031298687384	0.754	556
364	0.4183901091649681	1.026	791
366	0.6126993707953083	1.026	790
367	0.6701226946915826	1.012	2301
368	0.397624682974657	0.8178333333333333	2072
369	0.8684652206697266	1.138	1191
372	0.8634799183167339	1.1315	1179
373	0.9077600299998996	1.138	1692
374	0.4876913097233201	0.2695	792
375	0.786089813186813	1.138	546
377	0.9191304891078272	1.138	509
378	0.9502731408069116	1.138	407
379	0.679843	1.066	606
381	0.9193921952117864	1.138	543
382	1.0344196666666667	1.1506666666666667	399
383	0.687004627602237	1.109	897
384	0.7834432563380281	1.138	1065
387	0.8307676248662572	1.0983333333333334	457
388	0.977129	1.138	591
389	0.8155379301718213	1.138	584
390	0.8894757591054813	1.138	606
391	0.8944499999999999	1.138	576
392	0.7978644492424242	1.138	1320
393	0.5165279075960867	1.022	2721
394	0.9395753578304268	1.1296	2992
395	0.7210022764450927	1.138	2334
396	0.6645101171820347	1.038	571
397	0.6904834042904291	1.025	606
398	0.4995883510324484	0.947	678
399	0.66955	1.138	576
400	0.8784936441262255	1.1065	448
401	0.7685675883040937	0.962	855
402	0.8283132942638841	1.138	528
403	0.7884789289617486	1.126	549
405	0.8425743027335572	1.138	2346
406	0.91841264118074	1.138	1859
407	0.6878835909549652	1.037	1123
408	0.8212071870537159	1.138	1245
409	0.8491350757349323	1.138	985
410	0.5428897117388087	1.026	1478
411	0.6242319322722393	1.026	1347
412	0.3018011462213233	0.3475	1620
414	0.135813118406285	0.0925	1782
415	0.2046135005445366	0.6939411764705883	1620
416	0.1278053536379018	0.04	1773
417	0.523128943089431	1.026	984
419	0.4959154937218898	0.324	1137
420	0.3518940613756613	0.23	945
421	0.5881370830209496	1.026	2785
427	0.5218151137012167	0.8351578947368421	931
429	0.810534	1.026	711
430	0.461613	0.828	582
432	0.4073120506506961	1.022	650
433	0.2354681875319271	0.203	900
434	0.5008795112781955	0.925	399
435	0.7075413121493019	1.044	1351
438	0.1042711847583399	0.5978333333333333	1019
439	0.8491270592168099	1.127	1047
440	0.7309736772760008	1.0682857142857145	1596
443	0.7354460233545648	1.12	942
444	0.5760533517201597	0.5402	929
445	0.7947232243744956	1.138	1239
460	0.7897510568766896	1.138	3741
462	0.668565635125448	1.026	1395
463	0.8321495471584209	1.138	10198
466	0.8122536862745099	1.134	816
467	0.7765878813689783	1.1156	439
468	0.6627051159796672	1.0271818181818182	955
471	0.7079271121003488	1.118	1777
472	0.7778103484434624	1.118	2769
473	0.7518982654460391	1.11	2847
474	0.650638	1.026	1065
475	0.6022443027048787	1.026	200
476	0.7953904071774994	1.138	3041
477	0.811596015097636	1.124	3046
478	0.7850472998737769	1.138	3037
479	0.573557554223354	1.026	3129
480	0.56097474768199	1.026	1794
481	0.7908052989979806	1.138	766
482	0.8577676254295533	1.138	873
483	0.5668057392857143	1.026	555
486	0.4877974395139686	0.217	196
487	0.7607985654310047	1.134	2867
488	0.86157545428729	1.138	3061
489	0.6887058508148677	1.026	3078
490	0.9587424148907732	1.138	3560
491	0.8114252090459672	1.1356666666666666	3591
492	0.7452181913262059	1.134	3585
493	0.6971366781463028	1.138	3536
495	0.7609042857142858	1.122	3108
496	0.4329602340182648	0.969	876
498	0.7628967001531606	1.071	1608
501	0.6876961577296784	1.025111111111111	1459
506	0.8107006578616353	1.124	1590
509	0.7791427858521696	1.135	895
513	0.3643333175542406	0.2454999999999999	507
514	0.8060766666666667	1.138	156
515	0.6087742023478653	1.026	679
516	0.8516285122832153	1.138	367
517	0.7870307588003408	1.051	371
518	0.9782821608391606	1.138	429
521	0.6578904476190476	0.952	210
522	0.679087266584613	1.0591428571428572	335
523	0.8917225516967098	1.138	1640
525	0.7645774694026677	1.138	1516
526	0.8563054029947916	1.138	1536
527	0.7139080161160511	1.136	334
528	0.9157996105393736	1.138	1036
529	0.8110838111314549	1.12	629
533	0.7591206333115772	1.0804	623
534	0.8415547079415991	1.138	276
535	0.8507454767961864	1.138	2411
537	0.6275696213729653	1.026	1413
538	0.6867213049733867	1.09340625	2031
539	0.6111728566978192	1.026	642
540	0.5385965810264032	1.0239	3977
545	0.8513197931718559	1.138	7839
546	0.8854548451152744	1.124	5807
547	0.6960213182519817	1.0804210526315792	5243
549	0.6215856705976925	1.026	976
550	0.839712805352798	1.138	1233
551	0.4611859212121211	1.0005	495
552	0.5447914550517104	1.026	1257
553	0.570572180392157	1.026	1275
554	0.5494495465949821	0.947	1054
558	0.7034661528618038	1.062	2408
563	0.1593822148878327	0.0965	790
566	0.0097666145362486	0.0415	604
567	0.238202711111111	0.251	360
570	0.3798131408114558	0.311	1257
571	0.6459433175033921	1.026	2211
572	0.4899580724576521	0.62475	495
573	0.6071798000004172	1.026	865
575	0.6793165158832077	1.034	4750
576	0.843840030908547	1.138	4605
577	0.9288281593059248	1.138	3775
578	0.5685485505288737	1.015	549
579	0.6284600219560879	1.026	1002
580	0.5701465975143901	1.008857142857143	1374
581	0.6850173705334249	0.9534	526
582	0.6642714067515773	1.0255	1218
583	0.7580731050754798	1.1020714285714286	2032
585	0.7837479129310345	1.138	1302
586	0.6148806821867889	1.01	1108
587	0.5118521730554755	1.0035	1060
590	0.6503626174682146	1.026	1809
593	0.6718406761046803	1.0935	1342
594	0.6661940937370497	1.134	1005
595	0.7609389777093268	0.9895	546
596	0.7907203637193898	1.0708	471
597	0.3795120522296131	0.2673333333333333	504
598	0.9147832677347392	1.138	690
599	0.9244962253076155	1.138	565
602	0.5900827428571429	0.962	1365
604	0.7972749390934486	1.138	2037
605	0.6972768678365201	1.05875	664
607	0.8864330604297749	1.026	4195
608	0.4411491161764705	0.277	481
610	0.5720321584269663	0.943	2670
611	0.6062910096339114	1.026	1038
613	0.7012533312753091	1.026	3750
617	0.8165580912698412	1.138	1260
622	0.5743829099883496	1.026	966
623	0.3487019376218323	0.2686666666666666	993
624	0.5209360725623583	1.026	1122
627	0.9021274791976324	1.138	765
629	0.6076645451378648	1.026	2146
631	0.400445363080235	0.2073333333333333	1734
632	0.4642079438943894	0.92	303
633	0.7318996088527552	1.073	1107
634	0.0429033796218025	0.1533333333333333	1327
635	0.7490469115156675	1.136	991
636	0.6960903116304686	0.9508	1248
637	0.2894083935869661	0.242	459
638	0.0351612070393374	0.009	483
639	0.6925695332237388	1.0375	2364
640	0.5390705171277997	1.008	1518
641	0.6269244972137569	0.6048	4129
642	0.840967220760234	1.138	1368
643	0.6048043753351205	1.026	1119
644	0.6168483557800224	0.97	891
645	0.6510737206053703	1.096666666666667	617
646	0.6476234885622444	1.026	2974
648	0.9674657441386342	1.138	981
649	0.6807690623653443	1.082	1658
650	0.7632200260285474	1.135	1191
651	0.4959113065539112	0.996	1419
652	0.9176747881010594	1.138	1227
653	0.8612005318681318	1.138	1365
654	0.6743307717250325	1.026	1542
655	0.7990346157877135	1.1369999999999998	1211
656	0.5054500024813895	0.843	1209
657	0.877997773765115	1.138	1461
658	0.8155217607281059	1.138	1524
659	0.9114198798409427	1.1375	2355
660	0.7879605325443788	1.138	2028
661	0.755854700918964	1.026	1197
662	0.7362757812424363	1.12975	700
663	0.8573635658883872	1.134	957
664	0.5615474918381329	0.984	566
665	0.8617652025252526	1.134	570
666	0.5367586932707354	0.9445	639
667	0.7448677768583353	1.1034545454545457	14814
668	0.658632	0.946	1131
669	0.7060515166666667	1.138	780
670	0.5316659223212099	1.026	777
671	0.1687191694962313	0.1798333333333333	1259
672	0.5202650523899826	0.5314038461538462	3897
673	0.941484749466202	1.138	1993
675	0.4732136465877245	0.227	10068
676	0.5975492156708561	1.026	2772
677	0.8905850471976402	1.083	1017
678	0.7142725838383838	0.964	1485
680	0.7749692933333333	1.138	1200
682	0.164022487632583	0.1404166666666666	632
683	0.4454373182819314	1.026	979
684	-0.092129044198895	-0.021	543
685	0.5233186480446927	0.998	537
686	0.4523018127722014	0.6133157894736841	940
687	0.9480789319727893	1.138	735
688	0.9114345850536828	1.138	1237
689	0.9373234616394354	1.10975	470
694	0.932368062015504	1.134	516
695	0.8922073793683722	1.134	1921
696	0.4190158115117014	0.325	1581
699	0.5796680079867214	1.026	3181
701	0.7070713663046893	1.0505	3174
705	0.7186134535768646	1.026	1314
706	0.4765085815508021	0.985	432
708	0.6273900269985722	1.0245	693
710	0.4202626044284455	0.93575	1455
712	0.3430463373404414	0.70725	463
713	0.4246542063205313	0.7914545454545454	661
714	0.4630180164060659	0.915625	562
715	0.4833321968966868	1.016	2098
716	0.477944490762984	0.8382499999999999	1941
717	0.5430633787210039	1.026	1751
718	0.3780840157537424	0.783	2842
719	0.431479	0.268	1449
720	0.4508153738082912	0.946	5166
721	0.4677601465950249	0.987	5166
722	0.128861295986622	0.168	1794
725	0.3634226258038459	0.222	758
726	0.6864270600268947	1.049	1963
727	0.5873347563105182	1.026	5040
728	0.1087954415954415	0.1815	1053
729	0.5883800388591801	1.026	2805
730	0.5770522719804234	1.026	1990
731	0.507911199740826	1.026	1725
732	0.563520702771077	1.026	1733
733	0.3285862134646962	0.882	609
734	0.8873928698484215	1.138	1327
735	0.3498583634165854	0.307	1613
738	0.7279099978714347	1.087	2349
740	0.4253192036125993	1.005	348
741	0.4531	0.961	1212
744	0.9932932977035324	1.138	859
745	0.7024871680769968	1.026	3396
746	0.8760125134722222	1.138	232
747	0.750206058485139	1.1325	3129
752	0.6831524258698044	1.12	3309
753	0.5310330338949518	0.9654615384615384	724
754	0.3483254181266144	0.69325	444
755	0.2897280677146933	0.6603333333333333	889
757	0.8996162935010483	1.129	477
758	0.7843374128440368	1.074	981
759	0.517233258442006	1.0086666666666666	652
760	0.5910639348659005	1.026	783
761	0.7246704802043423	1.082	783
762	0.1917529520766773	0.212	939
763	0.199802201992134	0.172	799
765	0.1718970722314159	0.147	789
766	0.7841523199783335	1.134	711
767	0.8598020263459336	1.138	873
768	0.5066797818840579	1.022	1380
770	0.8891651671732522	1.138	987
771	0.5695447268005968	1.026	983
773	0.7159904495090038	1.0872	6818
774	0.6476113995351316	1.0298571428571428	7003
775	0.8003472462854356	1.138	6487
776	0.8994157247825727	1.138	5582
777	0.826011393586449	1.138	6849
778	0.7625385073670136	1.079	5858
779	0.7253812590064413	1.129	5583
780	0.7395936660168911	1.055583333333333	2488
781	0.8396204348851009	1.118	2506
782	0.8525910836788387	1.138	1602
783	0.7688602068187605	1.039153846153846	1721
784	0.89718311746202	1.138	1405
785	0.8782337380775099	1.1333870967741937	1230
786	0.6589657668161435	1.026	669
788	0.8174619429735775	1.082	796
790	0.7306733069257989	1.127	6583
793	0.8975114915378888	1.138	700
794	0.8201956486652952	1.118	697
795	0.6115080625	1.026	240
796	0.4182175465007097	0.2851	402
797	0.5648489387490008	1.026	395
799	0.4751762550212597	1.026	1441
800	0.6830976541682314	1.0762857142857143	1751
801	1.000463495614035	1.176	360
805	0.9397721129508204	1.133857142857143	393
808	0.8924772393304691	1.1542857142857144	360
810	0.450822	0.321	450
811	0.7386820900368697	1.138	1147
813	0.9799612738955046	1.1684	903
814	0.7520014219409282	1.138	1422
815	0.8699264029693273	1.1373333333333333	1388
816	0.8091996328852455	1.055	1459
817	0.9172849424338329	1.138	1508
818	0.958329046605747	1.138	1464
819	0.7290739800465096	1.0908	580
820	0.2133357579149022	0.1985	517
821	0.84195624565625	1.1377333333333333	1715
822	0.7018784587629898	1.026	1035
823	0.7151109645687646	1.138	2145
824	0.6826236604861662	1.134	1986
825	0.8171296942446035	1.138	796
826	0.7488825270601102	1.1237777777777778	695
827	0.8685224153686396	1.137	1926
828	0.4991869059466149	0.982	529
829	0.9788489837398374	1.138	861
830	0.9847528182346108	1.138	651
831	0.5579128064899939	1.021	2000
832	0.9070157138180248	1.138	818
833	0.5334872215258281	1.026	2286
834	0.176499336912311	0.1795333333333333	1018
835	0.6898480138714036	1.098	734
836	0.705543128440573	1.134	711
837	0.2512901666858369	0.235	1050
838	0.0502809644235982	0.1429166666666666	1147
839	0.5353935645953293	1.026	580
840	0.5116214791544236	1.0248000000000002	909
841	0.4203308942521374	0.40728125	1313
842	0.4440465725992574	0.8365	1080
843	0.1869534916080319	0.128125	1210
844	0.7933968703446754	1.138	772
845	0.7381533544743583	1.05325	1056
846	0.7668936791750375	1.106	3186
847	0.6318504128787877	1.026	1584
857	0.7912583729928984	0.9289166666666664	453
858	0.6857001503103998	1.0933333333333335	390
859	0.78149575	1.138	456
860	0.905782081560767	1.1108571428571428	1534
861	0.8868540565638814	1.0690000000000002	1234
862	0.918675183906014	1.138	1699
863	0.4582169473616674	0.997	1833
864	0.73889444104676	1.062	1276
865	0.975378374563829	1.1138333333333332	454
866	0.2801477889983579	0.211	1218
867	0.8187629327821805	1.056	2653
868	0.8418807964176814	1.1306666666666667	2565
869	0.9433592783505156	1.134	582
871	0.7699574442826759	1.0826	1070
873	0.4752147672874997	1.026	640
874	0.6478360371702638	1.026	834
875	0.4733937506038647	0.962	1656
881	0.776926	1.138	1767
883	0.5552748336300964	1.01	1371
885	0.5724396494252874	1.0205	348
886	0.7239737000777001	1.026	1287
887	0.5514803961976573	0.9408999999999998	932
889	0.9117899265550792	1.138	2166
890	0.8026473441108545	1.138	1299
891	0.7622312557603687	1.12	1302
892	1.0292103665443355	1.138	704
894	0.7598260442377496	1.127	891
896	0.8263858335542843	1.138	589
898	0.607018731354292	1.100666666666667	1158
899	0.5720753913595933	1.026	2361
900	0.8616834782307108	1.117	550
901	0.821105324281302	1.138	1005
902	0.8486858266687887	1.118	865
904	0.8745368188941347	1.138	1368
905	0.9092261068377478	1.118	2092
908	0.8431594075061883	1.1230000000000002	1528
909	-0.1492573160569105	-0.023	984
910	0.2404353463073852	0.116	1002
911	0.0347385548902195	0.037	1002
912	0.1875414280223092	0.1882	889
913	0.2138276796412255	0.1733846153846154	751
914	0.049684082796246	-0.0865	729
915	0.4444583745558785	0.4855	399
916	0.2943907808453921	0.245	615
917	0.393625375778066	0.59	483
919	0.5889011446972748	0.911921052631579	363
920	0.146228731553372	0.14225	912
921	0.2953104791666667	0.269	1488
922	0.2835076503831417	0.15	1044
923	0.3982070576583322	0.4849999999999999	1864
924	-0.0388687257246653	0.0207499999999999	544
925	0.1738575441103824	0.1385	641
926	0.1939045921267963	0.1265	650
927	0.1908465777151558	0.0885	649
928	0.5721139101926916	1.0598181818181818	603
929	0.3342072260638298	0.224	1128
930	0.4717957675500687	0.226	1672
931	0.6051843872311848	1.026	804
932	0.2008520002598604	0.157	476
933	0.1465585526240609	0.143	2189
939	0.3796730166028097	0.962	783
940	0.5137961193568171	1.022	558
941	0.1977317817526033	0.147	835
942	0.2428853926228726	0.2138	837
943	0.2666645918049024	0.4593333333333333	1213
944	0.5163016707930367	0.6535	600
945	0.057787070911956	0.078	845
946	-0.0133961838524801	0.047	1190
947	0.4025084276491888	0.4793333333333333	943
948	0.6660111362835887	1.0731111111111111	1299
949	0.4890000577934423	1.0173571428571428	1496
950	0.6621739868062185	1.026	1180
951	0.5075175255545517	0.947	727
952	0.2082270022148394	0.2175	903
953	0.5541958085111334	1.026	1466
954	0.5005277998704222	1.026	1453
955	0.5457890673054717	1.026	1406
956	0.5978788638584606	1.026	1513
957	0.7380629719253822	1.129	929
958	0.2497567559448239	0.1916666666666666	720
959	0.7332333085405969	1.082	506
960	0.5225758702397924	0.7849444444444446	1165
961	0.505811028110627	0.324	945
962	0.0007538270705461	0.0653333333333333	667
963	0.6469090318181817	1.138	660
965	-0.1541205099161346	-0.0984999999999999	741
966	-0.1478631824386745	-0.1006785714285714	361
967	0.5656643282160976	0.8505	577
968	0.4255994064339287	0.272	1024
969	0.3584930569444444	0.212	547
970	0.1461019340584356	0.16025	604
971	0.215935682144679	0.5100833333333333	601
972	0.5531287539472362	1.026	691
973	0.3614961674259824	0.4891666666666666	689
974	0.3765168769126739	0.4363333333333333	587
975	0.5438888132390052	0.9564285714285716	667
976	0.2094683934689959	0.144	2366
977	0.659453154527559	1.049	760
978	0.5681636009070294	1.026	441
983	0.8940705624773735	1.138	808
984	0.58073510776155	1.016	2335
987	0.8297502740807967	1.138	6002
988	0.9014702656704028	1.138	2409
989	0.996460013170112	1.1696666666666666	1127
990	0.7209226791443849	1.026	1683
991	0.8308807126666667	1.134	1500
993	0.7350455281230568	1.082	1515
994	0.5549975882260183	0.9584	1617
995	0.59242113928394	1.01	1344
996	0.9678884780627603	1.13	2480
997	0.6542532376933896	1.037	711
998	1.021931168273924	1.138	559
999	0.4986464402976746	1.013	2557
1000	0.8308254395350799	1.138	2605
1001	0.5556600451167728	1.0245	2422
1002	0.5829237607605287	1.0146666666666666	2583
1003	0.5481275532719605	1.026	1650
1004	0.8227083587703621	1.128	2100
1005	0.7889717401461661	1.138	2203
1006	0.8316688758355495	1.138	2118
1007	0.758195405485232	1.118	2370
1008	0.7896549125475285	1.118	2367
1009	0.7929637124783363	1.138	2162
1010	0.8013290926374831	1.138	2345
1012	0.7170405825818565	1.082	1292
1013	0.3654576122699386	0.876	2445
1014	0.4992951870645674	1.026	2347
1015	0.4765799228124985	0.7886666666666667	2247
1016	0.8278039835322671	1.138	2057
1017	0.913731124552008	1.12	862
1018	0.6876623605664488	1.134	918
1019	0.8225600291620819	1.082	457
1020	0.8590725517677261	1.136	831
1021	0.856472996941896	1.138	981
1022	0.8193709864447225	1.133	624
1024	1.0271483297491038	1.138	1395
1025	0.8145932100089366	1.138	1119
1026	0.4872465454545455	1.026	495
1027	0.747682913055027	1.026	604
1028	0.3664402316625695	0.7071	748
1029	0.3850291196207823	0.5105	382
1030	0.5215938597122302	0.972	327
1031	0.942856301775148	1.138	507
1032	0.629939982035928	0.947	501
1033	0.757797758035599	1.138	542
1036	0.7805105704809286	1.138	603
1039	0.713123942124542	1.026	1365
1040	0.7996487164502164	1.138	1386
1041	0.3430593899371069	0.224	1590
1043	0.1974517741935483	0.0705	186
1044	0.6058168759398497	0.94	798
1045	0.6854026125265393	0.962	942
1046	0.4532759953216374	0.657	855
1047	0.7097043082378615	1.026	1833
1048	-0.0122664695192905	0.0494	2001
1050	0.694868	0.901	1077
1051	0.74036	0.843	1038
1052	0.555553	0.91	810
1053	0.7501478368794327	1.026	846
1054	0.750322	1.138	453
1056	0.1695636171529619	1.008	2262
1058	0.3505857525953335	0.6005	384
1059	0.6812999999999999	0.96	1800
