Entrez	P-value
348	2.39e-205
587	1.47e-25
3990	1.82e-24
23624	6.58e-20
338	2.73e-18
255738	6.07e-18
8882	1.78e-14
23173	1.5e-13
4023	1.55e-13
84811	2.89e-13
116519	3.04e-13
3931	8.59e-13
5049	3.23e-12
9388	3.49e-12
5866	6.93e-12
3949	1.03e-10
337	7.11e-10
5817	3.01e-09
19	2.57e-08
27329	2e-07
1071	2.18e-07
