Entrez	Gene Symbol	Ensembl ID	P-value
6470	SHMT1	ENSG00000284320	6e-09
683	BST1	ENSG00000109743	2.36e-07
10712	ENTREP3	ENSG00000262666	1.21e-06
3656	IRAK2	ENSG00000134070	1.61e-06
10665	TSBP1	ENSG00000237881	2.48e-06
55722	CEP72	ENSG00000280688	2.86e-06
160140	C11orf65	ENSG00000166323	5.29e-06
5158	PDE6B	ENSG00000133256	7.01e-06
115350	FCRL1	ENSG00000163534	1.09e-05
50853	VILL	ENSG00000136059	1.26e-05
