Entrez	Gene Symbol	Ensembl ID	P-value
2176	FANCC	ENSG00000158169	2.27e-06
64864	RFX7	ENSG00000181827	7.22e-06
57537	SORCS2	ENSG00000184985	1.95e-05
11124	FAF1	ENSG00000185104	3.6e-05
23461	ABCA5	ENSG00000154265	3.75e-05
4689	NCF4	ENSG00000275990	4.06e-05
79890	RIN3	ENSG00000100599	5.33e-05
84879	MFSD2A	ENSG00000168389	7.08e-05
2802	GOLGA3	ENSG00000090615	8.16e-05
