Entrez	Gene Symbol	Ensembl ID	P-value
126070	ZNF440	ENSG00000171295	1.77e-05
56995	TULP4	ENSG00000130338	3.71e-05
8887	TAX1BP1	ENSG00000106052	5.18e-05
3486	IGFBP3	ENSG00000146674	5.36e-05
55423	SIRPG	ENSG00000089012	6.05e-05
90019	SYT8	ENSG00000288149	7.48e-05
605	BCL7A	ENSG00000282873	7.57e-05
127943	FCRLB	ENSG00000162746	8.41e-05
472	ATM	ENSG00000149311	9.02e-05
