7046	-0.6687386606752017
7048	-0.7848063438467106
4088	2.615241538086966
7040	-0.8564783820872257
4087	-0.6464209899695507
7043	-0.38819862542304356
4089	-0.6261830751029407
7042	-0.19446195420914061
130399	0.7602776001854334
4092	-0.7707333804233673
90	-0.37203098173149957
94	-0.5018489385669466
91	-0.17558567269602102
658	-0.09280146376360669
657	-0.5146652635870226
93	0.024639912129206437
4091	-0.7825550231792928
92	-0.41778019108154335
11171	0.9520911980924368
4086	-0.7226074061217551
4090	-0.8060143109590611
25805	-0.7686871740406834
2280	-0.11886008129823229
659	-0.4859583842043295
64750	-0.13793573113745572
2022	-0.957709446589377
920	-0.6708534420113955
57154	-0.6659021037508285
7049	0.07320407966929623
9372	-0.2598726175583278
6885	0.9163891713483981
9958	-0.709738597360467
57530	-0.43531626221835285
56937	-1.6248061991768914
7189	-0.8649326946941764
2200	-0.3751807416161852
59	-0.5540410132812252
56288	-0.15687821464052276
9110	-0.312038161215983
857	-0.2802001102074935
6615	-0.63046590927608
338773	-0.34099497489086567
650	-0.43186537052403584
5054	-0.6392021429624106
5154	-0.5141550660339465
269	-0.3635109316696074
6497	-0.2965795931670259
58533	-0.4652186667433025
387715	0.6841452613021933
8829	-0.335576556953096
1601	-0.44310434191714043
50855	4.031037642884861
64805	1.551366134871413
3624	-0.6536385147507222
5590	2.002929285825642
1281	-0.5656153793213384
7375	-0.962334042671211
23539	0.3157023318897697
1277	-0.6503508641025583
238	0.17449916496214907
960	-0.9132187401327998
3480	-0.3614196517995199
81031	-0.17401506250626003
655	-0.2889773357195519
8797	-1.1362260450868296
116844	-0.1513885074368549
23040	2.729665950207172
3397	-0.9262581305996482
11259	-0.2191861292085459
22801	-0.5725855885040086
7291	-0.8483445065642897
10733	0.6684665232876184
2857	0.4655074231709324
3688	-0.6275018856082505
5295	1.6593499163739955
6093	1.6372632310032433
3625	-0.2921127034959584
9641	-0.9877741482393522
5584	0.8387096601261317
85366	-0.28927723877407396
2281	0.11852977666478184
4093	-1.1016377655964724
3690	-0.4720869300470041
9833	0.8907684220832579
11040	-0.778970852909692
5579	1.9103039487397349
2932	1.4882003894753684
999	-0.4725927068925176
5292	-0.2252048959838129
27102	-0.36843589449676073
23031	-0.13656474692869222
3623	0.12565211510538818
9261	-0.7553329146120664
29941	-0.2200649366363592
1326	-0.7004952117282077
7867	-0.45572894159152455
29110	-0.91800687917981
26762	-1.137992137352442
5627	-0.3197160710922026
338567	1.3460674408612494
27302	0.4591884646892563
11329	-0.443461872621867
9113	-0.3382173382447636
11200	0.6249674666371857
26524	-0.46264611164020336
5592	1.6569104350583335
7422	-0.40763723958548714
7132	-0.875453110127796
83983	-0.5104631774488293
8200	-0.4195648758584328
5155	-0.33084186844778796
392255	-0.12150660124205408
23339	-0.7906356111727704
83942	-0.4276783916256292
9020	-0.8466686958887398
4140	-0.3653406111610372
3685	-0.5785979992248261
53833	-0.6781508172178923
2660	-0.2348919405219138
1453	-0.6794219348962215
5597	-0.5833352810142318
5347	-0.0015540444467351253
1436	-0.6639564899980873
7204	0.5950336043760428
1456	-0.49129654642633497
55030	0.022709626908327993
7045	-0.6714871475183085
8723	-0.6588115020531364
3820	-0.6496527851496116
8445	-0.14017189266029784
1454	-0.40040821338043886
5596	0.583213793885625
3384	-0.549810916186825
2765	0.7593150281420398
4653	-0.28541691592616014
3320	0.3107954023526097
9392	-0.48101605168429873
3696	-0.4025513792191321
2817	-0.4498196730393252
10220	-0.06040748282354989
387	0.3790653612587839
6711	-0.30400855583053515
10454	2.008544851464826
23118	-0.7395043740613708
7311	0.4134866097004189
7314	0.445814793628852
7316	0.29560480804396444
51377	-0.7653699205365212
11059	-0.901539617352151
331	-0.9152614462333317
10413	-0.624164365126274
9765	1.3011043060325633
6233	0.3183672249628335
6198	0.6835787838517702
6464	-0.7089212652270885
23327	-0.47818185232734384
5371	-0.887198599739964
5515	0.33534009262400166
5516	1.9833934304816938
5520	0.5951913817771622
5500	1.3537941865960972
5501	0.09295055995896634
5499	2.864968640084796
23645	-0.7082263536117429
100506658	-0.34868478108807993
5170	-0.342658529674562
8312	-0.48672450727191935
1460	-1.110678346058469
50848	-0.9209118291522943
1616	-0.7944905635690276
1499	0.2782511189277328
23370	-0.37388209900566194
163	-0.6885623221529267
5058	-0.41444029895212703
23551	1.202285185897942
8878	-0.8882474359209855
1969	-0.3869086080478765
3678	-0.7095339272024085
9618	-0.533678909485461
9231	-0.19273026934769524
83737	-0.7835325997753584
56916	-0.6029956557833318
9525	-0.8784399881437087
2339	0.12888520863613268
85377	-0.011044447506917167
26051	-0.8185607178841452
3326	0.15681426745229166
51079	-0.7107924519504006
9262	-0.457011811246414
10067	-0.4052057899593477
6747	2.5321837330009527
10614	-0.5411451112385041
7541	-0.162618648562466
27333	2.133938323839716
3643	-0.18074422826738668
595	-0.962385485578664
5663	0.11363770326057687
102	0.9938469338673812
6868	0.182356368249353
3717	-0.8059763483682223
6513	-0.5429670860367124
1739	1.0817197575432236
1495	-0.46463050002394723
10097	1.2073467058942127
3161	0.6767891596560454
329	-0.7206836585780266
5595	1.0227760678492035
57826	-0.13057425876229253
3551	-0.4514057761650992
84612	-0.05511518329954413
8621	0.9224673003020173
1019	0.33795551969486193
5286	-0.4806033060722845
7184	1.2547600272238046
2885	1.2999576991979822
5586	0.6690310086841169
2081	2.879641450965017
5908	0.5501356532983973
2177	0.6493092839961465
476	-0.2919133020109622
3845	0.44504083664844685
84552	0.007648437857919423
894	-0.24923030545354116
10254	0.9949357299138609
7855	0.7773847426790045
867	-0.7771084868436965
3689	-0.7472960625716728
1147	-0.8844814025787436
4040	-0.007594944386815627
6850	-0.7300021131028227
2580	-0.8455455186800088
81609	-0.3492301792862281
25932	2.3761808270813596
5604	1.5119897156963766
60488	1.1224100115479834
9097	2.334312610349258
9448	-0.2980649739144238
351	0.3879558211631738
1183	0.2117841086599809
9644	-0.2342617893741024
23161	-0.34098602172511255
6801	-0.3746231073173949
1398	1.8661904575241806
84888	-0.6943450598928034
5912	-0.08750110032942923
821	0.5368683243708458
7097	-0.6786589196716528
896	-0.40023041224492756
6400	-0.4472836001533793
