Entrez	Gene Symbol	Ensembl ID	P-value
56905	C15orf39	ENSG00000167173	2.57e-05
53349	ZFYVE1	ENSG00000165861	3.7e-05
151	ADRA2B	ENSG00000274286	4.2e-05
8313	AXIN2	ENSG00000168646	4.36e-05
51368	TEX264	ENSG00000164081	6.48e-05
79828	METTL8	ENSG00000123600	7.16e-05
597	BCL2A1	ENSG00000140379	7.24e-05
201164	PLD6	ENSG00000179598	9.01e-05
5685	PSMA4	ENSG00000041357	9.02e-05
80183	RUBCNL	ENSG00000102445	9.05e-05
